BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,scale,shift
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009095099090806125,-0.03297593645850529,0.008454679639294044,0.018042952223929067,0.005630830956593071,0.6660016933608189,0.040004981745452355
1870.4649100000001,58869.9649100001,-6841.1413,1375.3282,0.009095099090806125,-0.04225356148246854,0.008494564299859262,0.011864038247602831,0.005657394208068628,0.6660016933608189,0.040004981745452355
1870.4857399999999,58869.98573999992,-2219.7583,1400.761,0.009095099090806125,-0.01371009451380135,0.008651647209178987,0.030874035583123783,0.005762011691673608,0.6660016933608189,0.040004981745452355
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009095099090806125,-0.06697487406691324,0.008465732290446401,-0.0046003977957394596,0.005638192040976668,0.6660016933608189,0.040004981745452355
1870.5274100000001,58870.0274100001,-9069.4821,1365.9754,0.009095099090806125,-0.056016664869427246,0.008436797752947969,0.0026977880859883133,0.005618921590006099,0.6660016933608189,0.040004981745452355
1870.5482399999999,58870.04823999992,-2547.5301,1417.2715,0.009095099090806125,-0.015734541210074,0.008753622507782496,0.02952575065528748,0.005829927413224521,0.6660016933608189,0.040004981745452355
1870.56907,58870.0690700002,-4363.331,1419.5668,0.009095099090806125,-0.02694963699651415,0.008767799177349416,0.022056477870314554,0.0058393690991623065,0.6660016933608189,0.040004981745452355
1870.5899100000001,58870.0899100001,-9081.7466,1408.5105,0.009095099090806125,-0.05609241521313111,0.008699511148885713,0.0026473382288088737,0.005793889156569208,0.6660016933608189,0.040004981745452355
1870.6107399999999,58870.11073999992,-3893.5629,1404.637,0.009095099090806125,-0.024048165673907138,0.00867558689952072,0.023988862684408682,0.005777955565979737,0.6660016933608189,0.040004981745452355
1870.63157,58870.1315700002,-12320.2937,1457.983,0.009095099090806125,-0.07609494739350287,0.009005072637645113,-0.010674382074822991,0.005997393625508822,0.6660016933608189,0.040004981745452355
1870.6524,58870.15240000002,-5271.0884,1395.0928,0.009095099090806125,-0.032556301357045014,0.008616638191430014,0.018322429912095248,0.0057386956265698934,0.6660016933608189,0.040004981745452355
1870.67323,58870.17322999984,-7548.1391,1419.9585,0.009095099090806125,-0.04662025611721756,0.008770218469585447,0.008955812226470381,0.005840980351888237,0.6660016933608189,0.040004981745452355
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.004856871529638358,-0.07845558738819688,0.008802526551682604,-0.012246572308704483,0.0058624975892741845,0.6660016933608189,0.040004981745452355
1870.7149,58870.21490000002,-4888.1923,1263.6023,0.009095099090806125,-0.030191385447071423,0.007804501490480638,0.019897467912793603,0.005197811208497141,0.6660016933608189,0.040004981745452355
1870.73573,58870.23572999984,-4206.0807,1389.5768,0.009095099090806125,-0.025978397706487116,0.008582569220345133,0.022703324882131122,0.005716005634136302,0.6660016933608189,0.040004981745452355
1870.75656,58870.256560000125,-243.9908,1384.0568,0.009277825139021827,-0.0015069825072837897,0.008548475543697462,0.03900132884373622,0.005693299187756057,0.6660016933608189,0.040004981745452355
1870.7773899999997,58870.277389999945,-10747.8938,1374.262,0.009095099090806125,-0.06638319127911338,0.008487979032098076,-0.004206336057132304,0.005653008408588444,0.6660016933608189,0.040004981745452355
1870.79823,58870.29822999984,-5547.7816,1383.3434,0.009095099090806125,-0.03426526666345975,0.008544069306574191,0.017184256124128144,0.005690364626370609,0.6660016933608189,0.040004981745452355
1870.81906,58870.319060000125,-6848.5839,1340.8576,0.006495518627967267,-0.042299529887870335,0.008281660406697812,0.01183342321176414,0.005515599854699992,0.6660016933608189,0.040004981745452355
1870.8398899999997,58870.339889999945,-12492.4018,1368.337,0.004856871529638358,-0.07715795426122839,0.008451383917218103,-0.011382346448782367,0.005628636000109648,0.6660016933608189,0.040004981745452355
1870.86072,58870.36072000023,-5520.7373,1252.6306,0.00453019481400298,-0.034098230500531734,0.0077367359846699044,0.017295502491490696,0.00515267926687574,0.6660016933608189,0.040004981745452355
1870.88155,58870.38155000005,-1543.694,1268.2982,0.00453019481400298,-0.009534457260679264,0.007833505203554877,0.03365501706456361,0.005217127730518334,0.6660016933608189,0.040004981745452355
1870.9023899999997,58870.402389999945,650.0186,1268.5432,0.004355201606939973,0.004014768833944143,0.007835018419275653,0.04267882458731139,0.005218135534750792,0.6660016933608189,0.040004981745452355
1870.92322,58870.42322000023,-6245.7588,1283.5042,0.004355201606939973,-0.038576246548287035,0.007927423400494096,0.014313136220788742,0.005279677408717249,0.6660016933608189,0.040004981745452355
1870.94405,58870.44405000005,-7726.8164,1204.567,0.0034351083906360726,-0.04772383693071011,0.007439876412763566,0.008220825535923834,0.00495497028929575,0.6660016933608189,0.040004981745452355
1870.96488,58870.46487999987,-7424.3992,1223.1407,0.003404314141898761,-0.04585599015000468,0.007554594840653211,0.009464814654812203,0.005031372956529945,0.6660016933608189,0.040004981745452355
1870.9857100000002,58870.48571000015,-8717.5175,1146.6403,0.003404314141898761,-0.053842793988299206,0.007082098481773234,0.0041455897739673606,0.004716689581409059,0.6660016933608189,0.040004981745452355
1871.00655,58870.50655000005,-8900.9508,1186.4059,0.003404314141898761,-0.05497574971594689,0.007327706363675519,0.003391039340851165,0.0048802648466587445,0.6660016933608189,0.040004981745452355
1871.02738,58870.52737999987,-7685.3109,1173.8512,0.003404314141898761,-0.047467482746634045,0.0072501636313913684,0.008391557856618624,0.004828621255649676,0.6660016933608189,0.040004981745452355
1871.0482100000002,58870.54821000015,-8359.4403,1190.6748,0.002609737537340144,-0.05163116930139642,0.007354072757922122,0.005618535560523205,0.004897824909874802,0.6660016933608189,0.040004981745452355
1871.0690399999999,58870.56903999997,-9556.2608,1175.1823,0.0013294761268461562,-0.05902320030362536,0.007258385025048201,0.0006954303956630617,0.004834096717746913,0.6660016933608189,0.040004981745452355
1871.08987,58870.58986999979,-6012.1353,1160.9123,0.000407384230512693,-0.037133296536276686,0.007170247929801415,0.015274143372222649,0.004775397263064649,0.6660016933608189,0.040004981745452355
1871.1107100000002,58870.61071000015,-7356.3599,1108.758,0.0002307616915838065,-0.04543575285045145,0.006848122596470687,0.009744693407928034,0.004560861245591965,0.6660016933608189,0.040004981745452355
1871.1315399999999,58870.63153999997,-9884.8276,1101.4972,0.0002307616915838065,-0.06105255723050216,0.0068032770588976055,-0.0006561247540703904,0.004530994041628617,0.6660016933608189,0.040004981745452355
1871.15237,58870.65236999979,-6570.6343,1111.1013,0.0002307616915838065,-0.04058280456418384,0.006862595732791065,0.012976765184374746,0.004570500378889579,0.6660016933608189,0.040004981745452355
1871.1732,58870.67320000008,-9106.835,1092.3718,-0.0005649563099756238,-0.056247370973494776,0.006746915023230819,0.002544137430010661,0.004493456830433275,0.6660016933608189,0.040004981745452355
1871.19403,58870.6940299999,-4012.5733,1091.8609,0.0002307616915838065,-0.02478322040131837,0.0067437595052237,0.023499314991239927,0.004491355250097103,0.6660016933608189,0.040004981745452355
1871.21487,58870.71486999979,-9458.3543,1081.1283,-0.0005649563099756238,-0.058418491507845435,0.006677470774428631,0.0010981674776426725,0.004447206843136847,0.6660016933608189,0.040004981745452355
1871.2357,58870.73570000008,-7394.5537,1074.0365,-0.0005649563099756238,-0.04567165268145612,0.00663366904688335,0.00958758372101539,0.004418034818419561,0.6660016933608189,0.040004981745452355
