BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,scale,shift
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009095099090806125,-0.03297593645850529,0.008454679639294044,0.012979191027715144,0.005283947475156336,0.6249731155511339,0.033588264774403416
1870.4649100000001,58869.9649100001,-6841.1413,1375.3282,0.009095099090806125,-0.04225356148246854,0.008494564299859262,0.007180924811573664,0.005308874315732479,0.6249731155511339,0.033588264774403416
1870.4857399999999,58869.98573999992,-2219.7583,1400.761,0.009095099090806125,-0.01371009451380135,0.008651647209178987,0.02501982429161248,0.005407046910969864,0.6249731155511339,0.033588264774403416
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009095099090806125,-0.06697487406691324,0.008465732290446401,-0.008269230934840194,0.005290855084982124,0.6249731155511339,0.033588264774403416
1870.5274100000001,58870.0274100001,-9069.4821,1365.9754,0.009095099090806125,-0.056016664869427246,0.008436797752947969,-0.0014206447918262838,0.005272771776934698,0.6249731155511339,0.033588264774403416
1870.5482399999999,58870.04823999992,-2547.5301,1417.2715,0.009095099090806125,-0.015734541210074,0.008753622507782496,0.02375459953257576,0.005470778731047356,0.6249731155511339,0.033588264774403416
1870.56907,58870.0690700002,-4363.331,1419.5668,0.009095099090806125,-0.02694963699651415,0.008767799177349416,0.016745466177719864,0.0054796387683947335,0.6249731155511339,0.033588264774403416
1870.5899100000001,58870.0899100001,-9081.7466,1408.5105,0.009095099090806125,-0.05609241521313111,0.008699511148885713,-0.0014679867201349561,0.005436960586490928,0.6249731155511339,0.033588264774403416
1870.6107399999999,58870.11073999992,-3893.5629,1404.637,0.009095099090806125,-0.024048165673907138,0.00867558689952072,0.01855880774989184,0.0054220085738280665,0.6249731155511339,0.033588264774403416
1870.63157,58870.1315700002,-12320.2937,1457.983,0.009095099090806125,-0.07609494739350287,0.009005072637645113,-0.013969031575813702,0.005627928302113333,0.6249731155511339,0.033588264774403416
1870.6524,58870.15240000002,-5271.0884,1395.0928,0.009095099090806125,-0.032556301357045014,0.008616638191430014,0.013241451684469385,0.005385167216074903,0.6249731155511339,0.033588264774403416
1870.67323,58870.17322999984,-7548.1391,1419.9585,0.009095099090806125,-0.04662025611721756,0.008770218469585447,0.0044518580610341495,0.005481150761000914,0.6249731155511339,0.033588264774403416
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.004856871529638358,-0.07845558738819688,0.008802526551682604,-0.01544436810799224,0.005501342443726656,0.6249731155511339,0.033588264774403416
1870.7149,58870.21490000002,-4888.1923,1263.6023,0.009095099090806125,-0.030191385447071423,0.007804501490480638,0.014719460548742024,0.004877603611829153,0.6249731155511339,0.033588264774403416
1870.73573,58870.23572999984,-4206.0807,1389.5768,0.009095099090806125,-0.025978397706487116,0.008582569220345133,0.017352464622753732,0.005363875025072364,0.6249731155511339,0.033588264774403416
1870.75656,58870.256560000125,-243.9908,1384.0568,0.009277825139021827,-0.0015069825072837897,0.008548475543697462,0.032646441221745204,0.005342567393757276,0.6249731155511339,0.033588264774403416
1870.7773899999997,58870.277389999945,-10747.8938,1374.262,0.009095099090806125,-0.06638319127911338,0.008487979032098076,-0.00789944509953093,0.005304758700423032,0.6249731155511339,0.033588264774403416
1870.79823,58870.29822999984,-5547.7816,1383.3434,0.009095099090806125,-0.03426526666345975,0.008544069306574191,0.012173394312550573,0.005339813614014488,0.6249731155511339,0.033588264774403416
1870.81906,58870.319060000125,-6848.5839,1340.8576,0.006495518627967267,-0.042299529887870335,0.008281660406697812,0.0071521957940327875,0.005175815106310403,0.6249731155511339,0.033588264774403416
1870.8398899999997,58870.339889999945,-12492.4018,1368.337,0.004856871529638358,-0.07715795426122839,0.008451383917218103,-0.014633382289788374,0.005281887737462544,0.6249731155511339,0.033588264774403416
1870.86072,58870.36072000023,-5520.7373,1252.6306,0.00453019481400298,-0.034098230500531734,0.0077367359846699044,0.012277787423705399,0.00483525199253572,0.6249731155511339,0.033588264774403416
1870.88155,58870.38155000005,-1543.694,1268.2982,0.00453019481400298,-0.009534457260679264,0.007833505203554877,0.027629485315107567,0.004895730152751711,0.6249731155511339,0.033588264774403416
1870.9023899999997,58870.402389999945,650.0186,1268.5432,0.004355201606939973,0.004014768833944143,0.007835018419275653,0.03609738736077108,0.004896675871895225,0.6249731155511339,0.033588264774403416
1870.92322,58870.42322000023,-6245.7588,1283.5042,0.004355201606939973,-0.038576246548287035,0.007927423400494096,0.009479147782851794,0.004954426500899759,0.6249731155511339,0.033588264774403416
1870.94405,58870.44405000005,-7726.8164,1204.567,0.0034351083906360726,-0.04772383693071011,0.007439876412763566,0.003762149721763256,0.00464972274100024,0.6249731155511339,0.033588264774403416
1870.96488,58870.46487999987,-7424.3992,1223.1407,0.003404314141898761,-0.04585599015000468,0.007554594840653211,0.004929503743672882,0.004721418674289559,0.6249731155511339,0.033588264774403416
1870.9857100000002,58870.48571000015,-8717.5175,1146.6403,0.003404314141898761,-0.053842793988299206,0.007082098481773234,-6.203393444179778e-05,0.004426121152793773,0.6249731155511339,0.033588264774403416
1871.00655,58870.50655000005,-8900.9508,1186.4059,0.003404314141898761,-0.05497574971594689,0.007327706363675519,-0.0007701008053312766,0.0045796194759501595,0.6249731155511339,0.033588264774403416
1871.02738,58870.52737999987,-7685.3109,1173.8512,0.003404314141898761,-0.047467482746634045,0.0072501636313913684,0.003922364194869844,0.004531157352966186,0.6249731155511339,0.033588264774403416
1871.0482100000002,58870.54821000015,-8359.4403,1190.6748,0.002609737537340144,-0.05163116930139642,0.007354072757922122,0.001320172036561637,0.004596097763508308,0.6249731155511339,0.033588264774403416
1871.0690399999999,58870.56903999997,-9556.2608,1175.1823,0.0013294761268461562,-0.05902320030362536,0.007258385025048201,-0.0032996486091519533,0.00453629550297407,0.6249731155511339,0.033588264774403416
1871.08987,58870.58986999979,-6012.1353,1160.9123,0.000407384230512693,-0.037133296536276686,0.007170247929801415,0.010380952747442447,0.004481212187962058,0.6249731155511339,0.033588264774403416
1871.1107100000002,58870.61071000015,-7356.3599,1108.758,0.0002307616915838065,-0.04543575285045145,0.006848122596470687,0.005192140758045461,0.004279892514792405,0.6249731155511339,0.033588264774403416
1871.1315399999999,58870.63153999997,-9884.8276,1101.4972,0.0002307616915838065,-0.06105255723050216,0.0068032770588976055,-0.004567942130307423,0.004251865259456792,0.6249731155511339,0.033588264774403416
1871.15237,58870.65236999979,-6570.6343,1111.1013,0.0002307616915838065,-0.04058280456418384,0.006862595732791065,0.008225102968122667,0.004288937835890349,0.6249731155511339,0.033588264774403416
