BTJD,mjd,magap,sig_magap,flux,e_flux,mjd_0,e_flux_tuple,modelFlux,modelResidual
1899.8483564998025,58899.3483564998,17.625,0.030799999833107005,2.4967784723565627,0.07083773271244623,29.404276499990374,"(0.0027645277580117256, 0.002844074411037109)",9.515804245072204,-7.019025772715641
1899.9774074000304,58899.4774074,17.659999847412102,0.0299999993294477,2.41757564653544,0.06680858258329544,29.53332740018959,"(0.002608259514612868, 0.002681333289109286)",9.634149486196115,-7.216573839660676
1900.9262500000186,58900.42625,17.7658996582031,0.096000000834465,2.1929066665318055,0.19414794615182204,30.48217000018485,"(0.007346297531748522, 0.008025433750556699)",10.530147372068154,-8.337240705536349
1900.9280786998568,58900.4280786999,17.7134990692139,0.0441000014543533,2.3013378663299444,0.09350053081647344,30.483998700088705,"(0.0036263064968301423, 0.0037766306083597267)",10.531918384679042,-8.230580518349097
1901.8915277998892,58901.391527799904,17.728099822998,0.0306000001728535,2.270597116078945,0.06400216778238772,31.44744780009205,"(0.002497994926474137, 0.0025693990075648793)",11.48877435440007,-9.218177238321125
1901.927129600197,58901.4271296002,17.7532997131348,0.0308999996632338,2.218503539058155,0.0631470267045143,31.48304960038513,"(0.0024642736032018386, 0.0025354142380451805)",11.525046211610519,-9.306542672552364
1903.9059838000683,58903.4059838001,17.7800006866455,0.0310999993234873,2.164610378795261,0.062011920747493114,33.461903800285654,"(0.0024197507374286997, 0.0024900646941734134)",13.644681113352968,-11.480070734557707
1903.9273494998927,58903.4273494999,17.8607997894287,0.033100001513958,2.009370839335963,0.06126762702567573,33.48326950008777,"(0.0023884744195937224, 0.002462411297253969)",13.668684956308084,-11.659314116972121
1905.0159606002273,58904.5159606002,17.9491004943848,0.0428000018000603,1.8524215017062091,0.07304184823900206,34.571880600386066,"(0.0028345713111502246, 0.00294854247267963)",14.923669586607188,-13.07124808490098
1906.9645254998468,58906.4645254998,17.991399765014602,0.0467999987304211,1.7816406175275443,0.07682031856433938,36.52044549999118,"(0.0029756046941194075, 0.0031066707942274258)",17.328158049918795,-15.54651743239125
1906.9891666998153,58906.489166699816,18.0223999023438,0.0766000002622604,1.7314902491641972,0.12226009335359496,36.545086700003594,"(0.004669329861877181, 0.0050106556277008385)",17.35987684001407,-15.628386590849873
1908.9667592998596,58908.4667592999,18.2276000976562,0.0480999983847141,1.4333094757734213,0.06351887030360462,38.52267930009111,"(0.0024588736695136185, 0.002570255018250478)",20.013656033530005,-18.580346557756585
1908.9667592998596,58908.4667592999,18.2276000976562,0.0480999983847141,1.4333094757734213,0.06351887030360462,38.52267930009111,"(0.0024588736695136185, 0.002570255018250478)",20.013656033530005,-18.580346557756585
1908.9962846999988,58908.4962847,18.2532997131348,0.0493000000715256,1.3997811017240438,0.06358167329112951,38.55220470018685,"(0.0024599145546329165, 0.0025741865815505083)",20.054905744938164,-18.65512464321412
1908.9962846999988,58908.4962847,18.2532997131348,0.0493000000715256,1.3997811017240438,0.06358167329112951,38.55220470018685,"(0.0024599145546329165, 0.0025741865815505083)",20.054905744938164,-18.65512464321412
1911.9692592998035,58911.4692592998,18.2481002807617,0.060699999332428,1.4065005256470047,0.07867386344085761,41.52517929999158,"(0.003027476706632587, 0.0032015538431314355)",24.45734742335281,-23.050846897705807
1911.972500000149,58911.4725000001,18.2266006469727,0.0538999997079372,1.4346294848785308,0.07124962239203092,41.52842000028613,"(0.0027506084860044397, 0.002890605191937616)",24.462417546737147,-23.027788061858615
1912.9565277998333,58912.456527799804,18.2262001037598,0.0533999986946583,1.4351588373201434,0.07061418876405329,42.512447799992515,"(0.0027267207058868995, 0.0028641822931599267)",26.02955763054464,-24.5943987932245
1912.977037000004,58912.477037,18.2049999237061,0.0500999987125397,1.4634572538212975,0.0675534518813144,42.53295700018498,"(0.0026125941711637457, 0.002735973918759134)",26.062807271469367,-24.59935001764807
1913.9542244998734,58913.4542244999,18.2735996246338,0.0793000012636185,1.3738526673424079,0.10043268986523307,43.51014450009097,"(0.0038307653495558078, 0.004121027863647715)",27.674958615514093,-26.301105948171685
1913.9560532001776,58913.456053200185,18.1902008056641,0.0653000026941299,1.4835414632572612,0.08927921465346193,43.51197320037318,"(0.0034281041616709904, 0.0036406087655060856)",27.6780270007602,-26.19448553750294
1914.8860069001094,58914.386006900095,18.2572994232178,0.0856999978423119,1.3946339778274617,0.11019645093679638,44.44192690028285,"(0.004190341876202083, 0.004534500521767668)",29.263408194699934,-27.868774216872474
1914.9141434999185,58914.414143499904,18.4232006072998,0.089199997484684,1.1970154838132614,0.09845295057299425,44.47006350009178,"(0.003737510405839528, 0.004057536259113009)",29.312155201972423,-28.115139718159163
1915.890868099872,58915.3908680999,18.1874008178711,0.0935999974608421,1.487372282186645,0.1283834406598848,45.44678810008918,"(0.004863463561853576, 0.005301340084218918)",31.032871507292953,-29.545499225106308
1915.9256365997721,58915.425636599815,18.32200050354,0.484699994325638,1.3139529360920088,0.6062606124570582,45.48155660000339,"(0.018730479436057754, 0.029270415790761124)",31.095148743522063,-29.781195807430056
