t0,a,power,y0
6.620520447819155,1.0007440050642482,1.2001422787592726,-0.1012539265151255
6.625458186624197,1.0008799418702465,1.199401511637718,-0.10128363318719394
6.732905878282382,0.9982279328061879,1.171775710257909,-0.10192349232065526
6.732905878282382,0.9982279328061879,1.171775710257909,-0.10192349232065526
6.732905878282382,0.9982279328061879,1.171775710257909,-0.10192349232065526
6.732905878282382,0.9982279328061879,1.171775710257909,-0.10192349232065526
6.470158765480358,1.002572236869236,1.2336754640265943,-0.10105218049380464
6.470158765480358,1.002572236869236,1.2336754640265943,-0.10105218049380464
6.173093852564974,0.9937245819329913,1.2867335155597863,-0.10086730682102872
5.859824389207679,1.0036404992598724,1.366362136509951,-0.09955299464503171
5.907797676587303,1.0020095375537992,1.3540538776364126,-0.09905610135800029
5.907797676587303,1.0020095375537992,1.3540538776364126,-0.09905610135800029
5.880939353669454,1.002998558262016,1.3603376701989172,-0.09908076627683965
5.628387227500359,1.002009387488328,1.4151127177306886,-0.09806029290643731
5.941178903413868,0.9931509581731363,1.3442841021524061,-0.09355859613665177
5.592962597690485,1.0066559790973326,1.432031040943865,-0.09857051768484942
5.725245308009656,1.0015256025428556,1.3986971542339033,-0.09666655582147445
5.86714984528672,0.9974704955603324,1.3649747434179722,-0.09688331315851556
5.823594458799025,0.9968551882126264,1.3714603184787821,-0.0979234881767301
5.823594458799025,0.9968551882126264,1.3714603184787821,-0.0979234881767301
5.823594458799025,0.9968551882126264,1.3714603184787821,-0.0979234881767301
5.823594458799025,0.9968551882126264,1.3714603184787821,-0.0979234881767301
5.823594458799025,0.9968551882126264,1.3714603184787821,-0.0979234881767301
5.695411997807085,1.0017557858385984,1.4033577259451693,-0.09923399291034404
6.136768207746183,0.987355984471593,1.2947796482910388,-0.09597391892730933
6.136768207746183,0.987355984471593,1.2947796482910388,-0.09597391892730933
6.410190162941055,0.9938019656772046,1.2344206952778969,-0.09272218485858691
6.265263140311301,0.9903852800515356,1.2664138954691884,-0.09444576311559923
6.280915610231121,0.990446349131971,1.2634635463621628,-0.09419099206576426
6.280915610231121,0.990446349131971,1.2634635463621628,-0.09419099206576426
6.263914413311417,0.9876863585198438,1.2698070518281133,-0.09674641367048746
6.465951645811948,0.9824605508752137,1.2255321635114615,-0.09877016763578866
6.465951645811948,0.9824605508752137,1.2255321635114615,-0.09877016763578866
6.465951645811948,0.9824605508752137,1.2255321635114615,-0.09877016763578866
6.465951645811948,0.9824605508752137,1.2255321635114615,-0.09877016763578866
6.357148550704159,0.9847710684131467,1.2404302450248172,-0.10056846576605574
6.16259076411253,0.9908184602873864,1.2589902006233284,-0.10394186032718405
6.249995856579766,0.9805145886589944,1.2445073435473872,-0.10119907191214121
6.185037649314123,0.9835386208281576,1.2575900685401062,-0.10219216315086939
5.9729276732079155,0.9802700572559314,1.2784992081381534,-0.10354888846335229
6.114511166266555,0.9692127392939228,1.2402282497177808,-0.10000108882033688
6.010415342377731,0.9639403276980131,1.2437526776235877,-0.09993481657026505
6.010415342377731,0.9639403276980131,1.2437526776235877,-0.09993481657026505
5.961979677982378,0.9618808170435457,1.244587007693582,-0.10047372066975423
5.961979677982378,0.9618808170435457,1.244587007693582,-0.10047372066975423
5.78874661416278,0.9680217834303543,1.3016346640624736,-0.10065606614133592
5.78874661416278,0.9680217834303543,1.3016346640624736,-0.10065606614133592
5.78874661416278,0.9680217834303543,1.3016346640624736,-0.10065606614133592
5.787163912919646,0.9792001409993869,1.330304458711733,-0.09691208618371615
5.787163912919646,0.9792001409993869,1.330304458711733,-0.09691208618371615
5.6005084954782705,0.9929083399011807,1.3818938116995032,-0.10102833270319331
5.6005084954782705,0.9929083399011807,1.3818938116995032,-0.10102833270319331
5.371765225637484,0.9896867441093267,1.4239439989243312,-0.10122507949222322
5.371765225637484,0.9896867441093267,1.4239439989243312,-0.10122507949222322
5.322284845921195,0.9921431625032957,1.4689296204461697,-0.09393123426072447
5.303516533090796,0.9919139871980466,1.4711685160726056,-0.09381971888581093
5.288597350768397,0.9925230199735109,1.4830517126072285,-0.09192152318754923
5.332041043717337,0.9901691094967237,1.4770196658693884,-0.0900944671429147
5.332041043717337,0.9901691094967237,1.4770196658693884,-0.0900944671429147
5.332041043717337,0.9901691094967237,1.4770196658693884,-0.0900944671429147
5.968065881285854,0.9682618796702257,1.2933760360205089,-0.1003138988341251
6.157158975799214,0.9805333261983025,1.2672700377325306,-0.09999882476987593
6.2516342715350754,0.9846380790750893,1.2535781524469054,-0.10025802370163626
6.27592069755395,0.9838456527959247,1.2456032127857986,-0.10099807235567212
