BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,bkg_model_flux,flux,e_flux
1872.00648,58871.50647999998,-10092.4508,1057.1544,-1148.7142,-0.05591006953173104,0.005856414579675276,-0.0063636367485771445,-0.009036337229707385,0.00677362335503447
1872.0273100000002,58871.5273099998,-11316.6864,1059.7914,-1196.1322,-0.06269207906297597,0.00587102300891381,-0.006626322564895973,-0.01632601369875817,0.0067905196993974385
1872.04815,58871.54815000016,-11469.2531,1074.5661,-1268.7352,-0.06353726671603113,0.005952871761083151,-0.0070285280210981745,-0.016454553678578725,0.006885187283416979
1872.06898,58871.56897999998,-11049.0717,1071.6971,-1196.1322,-0.06120954951874343,0.005936978100299931,-0.006626322564895973,-0.014611296168309884,0.00686680441956512
1872.0898100000002,58871.5898099998,-12251.6541,1076.3239,-1268.7352,-0.06787160484445638,0.0059626096059506115,-0.0070285280210981745,-0.02146771891404701,0.006896450231509973
1872.1106399999999,58871.610640000086,-9370.8862,1037.399,-1196.1322,-0.05191275235306958,0.005746973789770493,-0.006626322564895973,-0.0038584709453526756,0.006647042376108356
1872.13147,58871.631469999906,-9091.3575,1060.6967,-1196.1322,-0.050364221737184446,0.005876038181833659,-0.006626322564895973,-0.0020674155132204986,0.006796320329109912
1872.1523100000002,58871.6523099998,-11213.1134,1035.0487,-1268.7352,-0.06211830627514033,0.005733953618652055,-0.0070285280210981745,-0.014813361196126288,0.006631983036648258
1872.1731399999999,58871.673140000086,-6552.2626,1023.1698,-1268.7352,-0.03629816630427971,0.005668146993668509,-0.0070285280210981745,0.015050628239296855,0.006555870035111188
1872.19397,58871.693969999906,-7331.0633,1055.4967,-1360.2476,-0.0406125595226604,0.0058472312679010196,-0.007535487603899964,0.011130675319377979,0.006763001788841641
1872.2148,58871.71480000019,-9073.3896,1076.0425,-1360.3126,-0.05026468332394401,0.005961050708723565,-0.0075358476903241225,-3.236630052384781e-05,0.006894647185888533
1872.2356300000001,58871.73563000001,-7815.1616,1057.7391,-1360.3126,-0.04329436299632141,0.005859653695555357,-0.0075358476903241225,0.008029618369604107,0.006777369768591174
1872.25647,58871.756469999906,-9863.9049,1049.0404,-1360.3126,-0.05464397297962379,0.005811464714358078,-0.0075358476903241225,-0.005097523195857281,0.006721633617392789
1872.2773,58871.77730000019,-7491.5099,1075.7758,-1360.3126,-0.04150140017592669,0.0059595732464262875,-0.0075358476903241225,0.010103388023324139,0.006892938329217464
1872.2981300000001,58871.79813000001,-13518.12,1061.3558,-1360.3126,-0.07488756141751854,0.005879689458174621,-0.0075358476903241225,-0.02851158338014033,0.006800543454088914
1872.31896,58871.81895999983,-9507.4774,1062.3552,-1360.2476,-0.05266943907275342,0.005885225925440829,-0.007535487603899964,-0.0028145056097146244,0.0068069470212320125
1872.3397899999998,58871.839790000115,-4280.2793,1121.0018,-1360.2476,-0.02371185334668454,0.006210115840564282,-0.007535487603899964,0.030678304079723183,0.007182719925789157
1872.3606300000001,58871.86063000001,-12217.8922,1063.7414,-1360.2476,-0.06768457096993669,0.005892905183920334,-0.007535487603899964,-0.020181248813083096,0.006815828975178143
1872.38146,58871.88145999983,-8491.8026,1063.6063,-1360.2476,-0.0470428128136859,0.0058921567581372,-0.007535487603899964,0.0036933408755291212,0.006814963333872327
1872.4022899999998,58871.902290000115,-8276.3982,1078.4683,-1360.2476,-0.045849517426856674,0.00597448913407314,-0.007535487603899964,0.0050735255246373324,0.006910190284923679
1872.42312,58871.923119999934,-8889.5895,1046.3265,-1360.3126,-0.049246469158268885,0.0057964302751808095,-0.0075358476903241225,0.0011453165904688756,0.006704244543078546
1872.44395,58871.94395000022,-11646.5131,1060.6836,-1503.7013,-0.0645192500936657,0.005875965610569714,-0.008330191140288181,-0.014842643773672785,0.006796236392018082
1872.4647899999998,58871.964790000115,-11336.6924,1047.9436,-1513.0587,-0.06280290812454066,0.005805388671434747,-0.008382029181909965,-0.012748069828622536,0.006714605968360821
1872.48562,58871.985619999934,-8342.0724,1030.955,-1503.7013,-0.046213338778201864,0.005711275375658584,-0.008330191140288181,0.006330267866146769,0.006605753015822062
1872.50645,58872.00645000022,-7924.4471,1051.5728,-1503.7013,-0.04389978184104939,0.005825493681443272,-0.008330191140288181,0.009006165053665718,0.006737859746503435
1872.52728,58872.02728000004,-9780.0124,1051.5489,-1513.0587,-0.05417922605133649,0.0058253612804350045,-0.008382029181909965,-0.0027737803546203817,0.006737706609366433
1872.5481100000002,58872.04810999986,-8864.6238,1056.0006,-1617.1543,-0.049108164394582716,0.005850022768656915,-0.00895869706459583,0.004308782507391921,0.006766230483541868
1872.56895,58872.06895000022,-15290.4338,1029.2235,-1701.4693,-0.08470580970563964,0.005701683227298129,-0.009425784554640161,-0.0358780494656567,0.006594658582653887
1872.58978,58872.08978000004,-7612.4824,1053.2558,-1707.0,-0.042171562559718274,0.005834817149933393,-0.009456423477503095,0.013382421189717799,0.0067486434202094926
1872.6106100000002,58872.11060999986,-15048.707,1052.5802,-1707.0,-0.0833666937204834,0.005831074467038608,-0.009456423477503095,-0.03426453049855202,0.006744314572939255
1872.6314399999999,58872.13144000014,-9243.4289,1092.2797,-1701.4693,-0.051206665531687526,0.006051001405436461,-0.009425784554640161,0.002867599815704544,0.006998685609358525
1872.65228,58872.15228000004,-12367.1229,1057.0941,-1701.4693,-0.06851127787974584,0.005856080530269481,-0.009425784554640161,-0.017147193323671345,0.0067732369881155895
1872.6731100000002,58872.17310999986,-12398.1971,1094.6525,-1701.4693,-0.06868342245761616,0.006064146221855568,-0.009425784554640161,-0.017346298512902952,0.007013889115579398
1872.6939399999999,58872.19394000014,-12265.9537,1057.9148,-1701.4693,-0.06795082164185469,0.0058606270368588105,-0.009425784554640161,-0.016498960619035066,0.006778495550807545
1872.7147699999998,58872.21476999996,-9121.1871,1099.4361,-1707.0,-0.050529471491000795,0.00609064636675714,-0.009456423477503095,0.003715529208971873,0.007044539609661571
1872.7356,58872.23559999978,-9810.2042,1048.0502,-1707.0,-0.05434648231750408,0.005805979213170364,-0.009456423477503095,-0.0006992869433121544,0.006715288998436318
1872.7564399999999,58872.25644000014,-9106.1784,1041.2801,-1701.4693,-0.05044632642770449,0.0057684742731674106,-0.009425784554640161,0.0037470202601449787,0.006671910181230508
1872.7772699999998,58872.27726999996,-10015.8804,1049.2429,-1701.4693,-0.05548588550815646,0.005812586522064107,-0.009425784554640161,-0.0020818148781484996,0.006722931118239774
1872.7981,58872.29809999978,-8685.6372,1050.9393,-1701.4693,-0.04811661601356429,0.005821984223755517,-0.009425784554640161,0.006441600819119354,0.006733800651261138
1872.8189300000001,58872.31893000007,-10669.7933,1039.0081,-1701.4693,-0.05910842639849163,0.005755887867695304,-0.009425784554640161,-0.00627170397249302,0.00665735254209791
1872.83976,58872.339759999886,-8958.5449,1038.4594,-1707.0,-0.049628467672305575,0.005752848184296296,-0.009456423477503095,0.004757644726283417,0.006653836795358448
1872.8606,58872.36059999978,-9222.4774,1040.6244,-1707.0,-0.051090598597599124,0.005764841832116327,-0.009456423477503095,0.0030665205667920158,0.00666770884145091
1872.8814300000001,58872.38143000007,-11274.8348,1039.884,-1707.0,-0.062460229940063804,0.005760740170755611,-0.009456423477503095,-0.010083778024896971,0.006662964793909636
