BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009277825139021827,-0.03297593645850529,0.008454679639294044,0.0582014914290298,0.0672737173614538
1870.4649100000001,58869.9649100001,-6841.1413,1375.3282,0.009277825139021827,-0.04225356148246854,0.008494564299859262,0.05616993316943211,0.06728245106338648
1870.4857399999999,58869.98573999992,-2219.7583,1400.761,0.009272210182239149,-0.01371009451380135,0.008651647209178987,0.06242107848151269,0.06731771754366185
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009272210182239149,-0.06697487406691324,0.008465732290446401,0.050757478953909786,0.067277007018311
1870.5274100000001,58870.0274100001,-9069.4821,1365.9754,0.009272210182239149,-0.056016664869427246,0.008436797752947969,0.05315704137942825,0.06727067110815181
1870.5482399999999,58870.04823999992,-2547.5301,1417.2715,0.009272210182239149,-0.015734541210074,0.008753622507782496,0.061977777378449665,0.06734004747827527
1870.56907,58870.0690700002,-4363.331,1419.5668,0.009272210182239149,-0.02694963699651415,0.008767799177349416,0.05952196348014353,0.06734315179970213
1870.5899100000001,58870.0899100001,-9081.7466,1408.5105,0.00919004689207454,-0.05609241521313111,0.008699511148885713,0.05315317610585543,0.06734092057882304
1870.6107399999999,58870.11073999992,-3893.5629,1404.637,0.0035138042550633608,-0.024048165673907138,0.00867558689952072,0.06104893575608055,0.06821458533276276
1870.63157,58870.1315700002,-12320.2937,1457.983,0.00919004689207454,-0.07609494739350287,0.009005072637645113,0.04877314249176315,0.06740783058700948
1870.6524,58870.15240000002,-5271.0884,1395.0928,0.0035138042550633608,-0.032556301357045014,0.008616638191430014,0.0591858756220256,0.0682016771009141
1870.67323,58870.17322999984,-7548.1391,1419.9585,0.00919004689207454,-0.04662025611721756,0.008770218469585447,0.055227332260886816,0.06735640364059915
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.00919004689207454,-0.07845558738819688,0.008802526551682604,0.048256223811953367,0.06736347826916698
1870.7149,58870.21490000002,-4888.1923,1263.6023,0.0035138042550633608,-0.030191385447071423,0.007804501490480638,0.05970373061592235,0.06802384031418532
1870.73573,58870.23572999984,-4206.0807,1389.5768,0.00919004689207454,-0.025978397706487116,0.008582569220345133,0.05974736166921609,0.06731531334203493
1870.75656,58870.256560000125,-243.9908,1384.0568,0.0035138042550633608,-0.0015069825072837897,0.008548475543697462,0.06598486782112706,0.06818675125624593
1870.7773899999997,58870.277389999945,-10747.8938,1374.262,0.00919004689207454,-0.06638319127911338,0.008487979032098076,0.050899764153926205,0.0672946005542564
1870.79823,58870.29822999984,-5547.7816,1383.3434,0.00919004689207454,-0.03426526666345975,0.008544069306574191,0.057932753185659415,0.06730688286358671
1870.81906,58870.319060000125,-6848.5839,1340.8576,0.004576611625369388,-0.042299529887870335,0.008281660406697812,0.056887798325885336,0.06796376169558355
1870.8398899999997,58870.339889999945,-12492.4018,1368.337,0.004576611625369388,-0.07715795426122839,0.008451383917218103,0.04925471121907261,0.06800092672421477
1870.86072,58870.36072000023,-5520.7373,1252.6306,0.004856871529638358,-0.034098230500531734,0.0077367359846699044,0.0586402741483845,0.0678010422850016
1870.88155,58870.38155000005,-1543.694,1268.2982,0.004576611625369388,-0.009534457260679264,0.007833505203554877,0.06406249591822812,0.06786562737756842
1870.9023899999997,58870.402389999945,650.0186,1268.5432,0.004576611625369388,0.004014768833944143,0.007835018419275653,0.06702942356539983,0.06786595873240203
1870.92322,58870.42322000023,-6245.7588,1283.5042,0.004457319580168584,-0.038576246548287035,0.007927423400494096,0.05772157146734458,0.06790466407369924
1870.94405,58870.44405000005,-7726.8164,1204.567,0.004457319580168584,-0.04772383693071011,0.007439876412763566,0.0557184874077035,0.06779790398075439
1870.96488,58870.46487999987,-7424.3992,1223.1407,0.004457319580168584,-0.04585599015000468,0.007554594840653211,0.05612749720764733,0.0678230243288074
1870.9857100000002,58870.48571000015,-8717.5175,1146.6403,0.004576611625369388,-0.053842793988299206,0.007082098481773234,0.05436012411342552,0.06770108887466388
1871.00655,58870.50655000005,-8900.9508,1186.4059,0.004856871529638358,-0.05497574971594689,0.007327706363675519,0.05406864116123154,0.06771147545051487
1871.02738,58870.52737999987,-7685.3109,1173.8512,0.004856871529638358,-0.047467482746634045,0.0072501636313913684,0.05571275608691281,0.06769449561161894
1871.0482100000002,58870.54821000015,-8359.4403,1190.6748,0.004856871529638358,-0.05163116930139642,0.007354072757922122,0.0548010171678624,0.06771724900418502
1871.0690399999999,58870.56903999997,-9556.2608,1175.1823,0.004576611625369388,-0.05902320030362536,0.007258385025048201,0.05322575004562373,0.06773969103654487
1871.08987,58870.58986999979,-6012.1353,1160.9123,0.004576611625369388,-0.037133296536276686,0.007170247929801415,0.05801906888374149,0.06772039130807307
1871.1107100000002,58870.61071000015,-7356.3599,1108.758,0.004576611625369388,-0.04543575285045145,0.006848122596470687,0.05620104717490491,0.06764985424930389
1871.1315399999999,58870.63153999997,-9884.8276,1101.4972,0.004457319580168584,-0.06105255723050216,0.0068032770588976055,0.05279984478688516,0.06765850530145225
1871.15237,58870.65236999979,-6570.6343,1111.1013,0.004457319580168584,-0.04058280456418384,0.006862595732791065,0.0572821875194023,0.06767149454617656
1871.1732,58870.67320000008,-9106.835,1092.3718,0.003506551937106894,-0.056247370973494776,0.006746915023230819,0.053999271312803486,0.0677933793623911
1871.19403,58870.6940299999,-4012.5733,1091.8609,0.002634095986971138,-0.02478322040131837,0.0067437595052237,0.06102419103281946,0.0679277785634508
1871.21487,58870.71486999979,-9458.3543,1081.1283,0.002634095986971138,-0.058418491507845435,0.006677470774428631,0.053658942636405804,0.06791326305778883
1871.2357,58870.73570000008,-7394.5537,1074.0365,0.0002966403100365939,-0.04567165268145612,0.00663366904688335,0.056812097589123145,0.06826560084061901
1871.25653,58870.7565299999,-8323.7307,1067.1637,0.002634095986971138,-0.05141061286016134,0.006591219948900721,0.05519348555145014,0.06789437637326065
1871.27736,58870.77736000018,-8462.2346,1065.2366,0.000407384230512693,-0.05226606705962534,0.006579317426388451,0.055350945106945354,0.06823655177707721
1871.2981899999997,58870.79819,-8317.7689,1070.3582,0.0002966403100365939,-0.05137379045410371,0.00661095042898242,0.05556347791981498,0.06826062605496816
1871.31903,58870.8190299999,-6105.3535,1065.491,-0.0005578664310944895,-0.03770904855955168,0.006580888700181778,0.05868801145910758,0.06838635425962723
1871.33986,58870.83986000018,-8007.9572,1057.6287,-0.0013288134001243638,-0.049460272352389006,0.006532328063604427,0.0562341721216166,0.06849509337653399
1871.3606899999997,58870.86069,-7481.9625,1072.6107,-0.002266757003181785,-0.0462115235806157,0.006624862749027506,0.05709079371205483,0.06866058628052266
1871.38152,58870.88151999982,-9034.1214,1081.4969,-0.002266757003181785,-0.055798263370906355,0.00667974739203956,0.054991547369022634,0.06867260458796105
1871.40235,58870.902350000106,-12717.0681,1113.5687,-0.0013288134001243638,-0.07854558110648721,0.006877835359196946,0.049865246984017585,0.06857075047609333
1871.4231899999997,58870.92319,-10118.861,1069.5054,-0.002266757003181785,-0.062498038945059224,0.006605683202995984,0.053524471003038324,0.06865638645944182
1871.44402,58870.94401999982,-8365.2604,1081.0329,-0.002266757003181785,-0.05166711651289227,0.0066768815467561325,0.055896160941928646,0.06867197704248026
