BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,bkg_model_flux,flux,e_flux
1870.44408,58869.94407999981,-5339.0302,1368.8706,1502.1435,-0.03066306912385338,0.007861685035872368,0.008627096728999032,0.0017254253809924503,0.007500623519489149
1870.44408,58869.94407999981,-5334.2775,1367.3354,1502.1435,-0.030635773460939743,0.007852868089356698,0.008627096728999032,0.0017514674432597462,0.007492211506529619
1870.4649100000001,58869.9649100001,-6841.1413,1375.3282,1502.1435,-0.039289979773470506,0.00789877226478038,0.008627096728999032,-0.0065052794391313225,0.007536007453105265
1870.4649100000001,58869.9649100001,-6820.1378,1373.8129,1502.1435,-0.03916935266550943,0.007890069607761625,0.008627096728999032,-0.006390192340254638,0.00752770448069934
1870.4857399999999,58869.98573999992,-2219.7583,1400.761,1501.2344,-0.012748495446073198,0.00804483768775048,0.008621875594243043,0.01882287370671921,0.007675364568267549
1870.4857399999999,58869.98573999992,-2215.3328,1399.2683,1501.2344,-0.012723078955189215,0.008036264826843798,0.008621875594243043,0.01884712290119055,0.0076671854308622
1870.50658,58870.00657999981,-10843.6913,1370.6601,1501.2344,-0.062277388108729466,0.007871962475808394,0.008621875594243043,-0.028431318683926485,0.007510428950176408
1870.50658,58870.00657999981,-10820.4197,1369.1692,1501.2344,-0.06214373486971564,0.007863399952645152,0.008621875594243043,-0.028303803701651215,0.007502259675735708
1870.5274100000001,58870.0274100001,-9069.4821,1365.9754,1501.2344,-0.05208776615458195,0.007845057349869133,0.008621875594243043,-0.01870967278546536,0.007484759488795798
1870.5274100000001,58870.0274100001,-9055.7911,1364.5169,1501.2344,-0.05200913612934354,0.0078366809060878,0.008621875594243043,-0.018634653980469974,0.007476767747718757
1870.5482399999999,58870.04823999992,-2547.5301,1417.2715,1501.2344,-0.01463095143222773,0.008139660639448596,0.008621875594243043,0.017026872775655826,0.007765832611498607
1870.5482399999999,58870.04823999992,-2545.1487,1415.8754,1501.2344,-0.014617274597657375,0.008131642570773163,0.008621875594243043,0.01703992147788474,0.007758182786529353
1870.56907,58870.0690700002,-4363.331,1419.5668,1501.2344,-0.025059442455158298,0.008152842985291103,0.008621875594243043,0.0070773282845625375,0.0077784095352518715
1870.56907,58870.0690700002,-4363.0434,1418.2078,1501.2344,-0.025057790713484306,0.008145037988994335,0.008621875594243043,0.007078904167136253,0.007770962996942853
1870.5899100000001,58870.0899100001,-9081.7466,1408.5105,1487.9316,-0.05215820351814463,0.0080893445448526,0.00854547507567306,-0.018694455110509208,0.007717827370788314
1870.5899100000001,58870.0899100001,-9048.7545,1407.1605,1472.5589,-0.0519687235929625,0.008081591237273032,0.008457186726466821,-0.01841843283158331,0.0077104301473025355
1870.6107399999999,58870.11073999992,-3893.5629,1404.637,568.909,-0.022361474625255166,0.00806709829529004,0.0032673529346551183,0.015427790313739807,0.007696602818808937
1870.6107399999999,58870.11073999992,-3902.7444,1403.2947,1472.5589,-0.02241420573158243,0.008059389210279629,0.008457186726466821,0.009778742553430218,0.007689247786894151
1870.63157,58870.1315700002,-12320.2937,1457.983,1487.9316,-0.07075779742719479,0.008373474551689766,0.00854547507567306,-0.03643983042007709,0.007988908214418037
1870.63157,58870.1315700002,-12290.2821,1456.5658,1472.5589,-0.07058543508219112,0.00836533530168846,0.008457186726466821,-0.03618013956678036,0.007981142773585413
1870.6524,58870.15240000002,-5271.0884,1395.0928,568.909,-0.030272866403179683,0.008012284133659734,0.0032673529346551183,0.007879742920512097,0.00764430609259193
1870.6524,58870.15240000002,-5276.2097,1393.7617,1472.5589,-0.03030227900622209,0.00800463937238628,0.008457186726466821,0.002252942720792843,0.007637012430234954
1870.67323,58870.17322999984,-7548.1391,1419.9585,1487.9316,-0.04335040303382447,0.008155092593127336,0.00854547507567306,-0.010291168134979923,0.007780555825947707
1870.67323,58870.17322999984,-7512.8126,1418.5718,1487.9316,-0.043147516204039574,0.00814712851044542,0.00854547507567306,-0.010097599234631539,0.007772957507571613
1870.69406,58870.194060000125,-12702.4975,1425.1894,1487.9316,-0.0729528667749575,0.008185134649881382,0.00854547507567306,-0.038534087402087025,0.007809218149156413
1870.69406,58870.194060000125,-12673.2933,1423.8318,1472.5589,-0.0727851414822055,0.008177337694051736,0.008457186726466821,-0.03827882063637726,0.007801779282042122
1870.7149,58870.21490000002,-4888.1923,1263.6023,568.909,-0.028073821044426354,0.007257109103814419,0.0032673529346551183,0.009977793308314031,0.006923813785364799
1870.7149,58870.21490000002,-4845.2977,1262.2874,1472.5589,-0.0278274691723504,0.007249557382231919,0.008457186726466821,0.0046140926220545955,0.006916608889689651
1870.73573,58870.23572999984,-4206.0807,1389.5768,1487.9316,-0.02415632397895139,0.007980604693208701,0.00854547507567306,0.008021389559331193,0.007614081585371525
1870.73573,58870.23572999984,-4184.0606,1388.2697,1472.5589,-0.02402985834322335,0.007973097768514438,0.008457186726466821,0.00823729158930453,0.00760691942920985
1870.75656,58870.256560000125,-243.9908,1384.0568,568.909,-0.0014012857177665497,0.007948902279994466,0.0032673529346551183,0.035425346203486724,0.0075838351604519
1870.75656,58870.256560000125,-216.4251,1382.7413,1472.5589,-0.0012429706431398122,0.007941347112497487,0.008457186726466821,0.029977651962344965,0.00757662697712187
1870.7773899999997,58870.277389999945,-10747.8938,1374.262,1487.9316,-0.06172720478809713,0.00789264887474976,0.00854547507567306,-0.02782398340577027,0.0075301652903789415
