BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,scale,shift,bkg_frac
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009095099090806125,-0.03297593645850529,0.008454679639294044,-0.002179015830303761,0.006971349980075537,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.4649100000001,58869.9649100001,-6841.1413,1375.3282,0.009095099090806125,-0.04225356148246854,0.008494564299859262,-0.009828929698755795,0.007004237083963469,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.4857399999999,58869.98573999992,-2219.7583,1400.761,0.009095099090806125,-0.01371009451380135,0.008651647209178987,0.013706734143371748,0.0071337606121722455,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009095099090806125,-0.06697487406691324,0.008465732290446401,-0.03021301630471499,0.00698046350095132,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.5274100000001,58870.0274100001,-9069.4821,1365.9754,0.009095099090806125,-0.056016664869427246,0.008436797752947969,-0.0211773680330158,0.0069566053778740465,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.5482399999999,58870.04823999992,-2547.5301,1417.2715,0.009095099090806125,-0.015734541210074,0.008753622507782496,0.012037466112193836,0.007217844873932296,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.56907,58870.0690700002,-4363.331,1419.5668,0.009095099090806125,-0.02694963699651415,0.008767799177349416,0.002790000670218432,0.007229534320406833,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.5899100000001,58870.0899100001,-9081.7466,1408.5105,0.009095099090806125,-0.05609241521313111,0.008699511148885713,-0.02123982837209433,0.007173227072092267,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.6107399999999,58870.11073999992,-3893.5629,1404.637,0.009095099090806125,-0.024048165673907138,0.00867558689952072,0.005182423909182823,0.007153500208101016,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.63157,58870.1315700002,-12320.2937,1457.983,0.009095099090806125,-0.07609494739350287,0.009005072637645113,-0.03773302010333518,0.007425179383646979,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.6524,58870.15240000002,-5271.0884,1395.0928,0.009095099090806125,-0.032556301357045014,0.008616638191430014,-0.0018330035293044594,0.007104893744875172,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.67323,58870.17322999984,-7548.1391,1419.9585,0.009095099090806125,-0.04662025611721756,0.008770218469585447,-0.013429510424898523,0.00723152916037724,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.004856871529638358,-0.07845558738819688,0.008802526551682604,-0.03413113803089571,0.007258168957163568,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.7149,58870.21490000002,-4888.1923,1263.6023,0.009095099090806125,-0.030191385447071423,0.007804501490480638,0.0001170001592151141,0.006435242212761675,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.73573,58870.23572999984,-4206.0807,1389.5768,0.009095099090806125,-0.025978397706487116,0.008582569220345133,0.0035908410679681337,0.007076801997934231,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.75656,58870.256560000125,-243.9908,1384.0568,0.009277825139021827,-0.0015069825072837897,0.008548475543697462,0.02352966266487143,0.007048689879893258,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.7773899999997,58870.277389999945,-10747.8938,1374.262,0.009095099090806125,-0.06638319127911338,0.008487979032098076,-0.029725141190941433,0.006998807167250555,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.79823,58870.29822999984,-5547.7816,1383.3434,0.009095099090806125,-0.03426526666345975,0.008544069306574191,-0.0032421397429882367,0.007045056694202962,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.81906,58870.319060000125,-6848.5839,1340.8576,0.006495518627967267,-0.042299529887870335,0.008281660406697812,-0.006463663315141525,0.006828686073792609,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.8398899999997,58870.339889999945,-12492.4018,1368.337,0.004856871529638358,-0.07715795426122839,0.008451383917218103,-0.033061167900768754,0.006968632475331577,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.86072,58870.36072000023,-5520.7373,1252.6306,0.00453019481400298,-0.034098230500531734,0.0077367359846699044,0.0028716107385802154,0.006379365813212737,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.88155,58870.38155000005,-1543.694,1268.2982,0.00453019481400298,-0.009534457260679264,0.007833505203554877,0.023125797460257592,0.006459157374919032,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.9023899999997,58870.402389999945,650.0186,1268.5432,0.004355201606939973,0.004014768833944143,0.007835018419275653,0.034526969747867606,0.006460405104795851,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.92322,58870.42322000023,-6245.7588,1283.5042,0.004355201606939973,-0.038576246548287035,0.007927423400494096,-0.0005916730516017715,0.0065365981116819,0.8245551904386097,0.036918064682322976,1.309122729429999
1870.94405,58870.44405000005,-7726.8164,1204.567,0.0034351083906360726,-0.04772383693071011,0.007439876412763566,-0.006929851238777242,0.006134588712365983,0.8245551904386097,0.036918064682322976,1.309122729429999
