BTJD,mjd,magap,sig_magap,flux,e_flux,e_flux_tuple
1879.8705671001226,58879.3705671001,19.7297992706299,0.221799999475479,0.01422395240495126,0.002925997964365554,"(0.002628163767600394, 0.003223832161130714)"
1881.0110647999682,58880.5110648,19.9598007202148,0.243599995970726,0.011508526195714951,0.0026038157064049395,"(0.0023129338055085068, 0.0028946976073013723)"
1881.0313426000066,58880.5313426,19.4731006622314,0.153799995779991,0.01801771585954052,0.00256084447255577,"(0.0023797689104727814, 0.002741920034638759)"
1881.843854200095,58881.343854200095,19.660400390625,0.22910000383853896,0.01516281521671778,0.003223284639583794,"(0.0028844699689605166, 0.003562099310207071)"
1882.0325462999754,58881.5325463,19.363000869751,0.142499998211861,0.019940665610757285,0.00262467977273048,"(0.00245268546717093, 0.0027966740782900297)"
1882.0600693998858,58881.5600693999,19.489200592040998,0.153200000524521,0.01775250983255128,0.0025132424088650813,"(0.0023362237266854775, 0.002690261091044685)"
1882.0614467998967,58881.561446799904,19.4750003814697,0.153099998831749,0.017986217716842424,0.0025446555639094233,"(0.0023655409222016355, 0.002723770205617211)"
1884.0267823999748,58883.5267824,18.779899597168,0.090999998152256,0.03411773250161052,0.0028628960312784384,"(0.0027429906947237653, 0.0029828013678331114)"
1884.0277082999237,58883.5277082999,18.8229007720947,0.10069999843835803,0.03279288981937382,0.0030458415324194077,"(0.0029046946519563493, 0.003186988412882466)"
1885.0050925998949,58884.5050925999,18.5858993530273,0.0832000002264977,0.040792493919217764,0.003128990344894469,"(0.0030091616616509873, 0.0032488190281379503)"
1885.0060531999916,58884.50605319999,18.402999877929695,0.0711999982595444,0.04827697475594973,0.0031681587935808615,"(0.0030643158453210403, 0.0032720017418406827)"
1885.0487500000745,58884.548750000096,18.5312995910645,0.0750000029802322,0.04289633242872679,0.002965530914898991,"(0.0028631458110869867, 0.003067916018710995)"
1885.0520255002193,58884.5520255002,18.5337009429932,0.0732999965548515,0.04280156229948185,0.002891805725416724,"(0.0027942272918957817, 0.0029893841589376663)"
1886.0339468000457,58885.5339468,18.2556991577148,0.0579999983310699,0.05529174998600442,0.0029550887888586327,"(0.0028761771726674573, 0.003034000405049808)"
1886.0348726999946,58885.5348727,18.233699798584002,0.0560000017285347,0.05642350739462632,0.0029114969543579776,"(0.002836429134854518, 0.0029865647738614373)"
1887.0302662001923,58886.530266200185,18.126499176025398,0.0750999972224236,0.06227881324500965,0.004311239835101122,"(0.00416219577167392, 0.004460283898528324)"
1887.0501041999087,58886.5501041999,18.1026992797852,0.0636999979615211,0.0636590695710387,0.0037370121340814105,"(0.0036274185676462567, 0.0038466057005165644)"
1887.9915741002187,58887.4915741002,18.0403995513916,0.0888999998569489,0.06741866959417618,0.005526405970042784,"(0.00530028143492612, 0.005752530505159448)"
1887.9924769001082,58887.4924769001,17.941499710083,0.0803999975323677,0.07384823409400687,0.005473544731647184,"(0.005270976191701582, 0.0056761132715927864)"
1888.0093287001364,58887.5093287001,17.9400997161865,0.0767000019550323,0.07394351852960535,0.0052279608899935895,"(0.005043377409596067, 0.005412544370391112)"
1888.0102315000258,58887.5102315,17.9475002288818,0.0756999999284744,0.07344122412720279,0.005124638964163056,"(0.004946060552816212, 0.0053032173755099)"
1888.9672801000997,58888.4672801001,18.0396995544434,0.113899998366833,0.06746214984209092,0.0070901572488037065,"(0.006718598721607447, 0.007461715775999966)"
1888.9686573999934,58888.4686574,17.8785991668701,0.092799998819828,0.07825288031528854,0.00669657350832719,"(0.0064105629835274625, 0.006982584033126918)"
1890.9474653000943,58890.447465300094,17.8497009277344,0.0756999999284744,0.08036364519589566,0.005607677055596866,"(0.005412266204815455, 0.005803087906378276)"
1890.9497453998774,58890.4497453999,17.702100753784197,0.0663999989628792,0.09206608955228476,0.005633964889645855,"(0.005461741329498532, 0.005806188449793179)"
1890.966898099985,58890.46689809999,17.715499877929698,0.0626000016927719,0.09093687954236687,0.0052460287531420555,"(0.0050948361972273926, 0.005397221309056718)"
1890.9701156998053,58890.470115699805,17.9058990478516,0.0737000033259392,0.07630981128460669,0.005183904998326612,"(0.005008030240877204, 0.00535977975577602)"
1891.986944399774,58891.4869443998,17.829299926757802,0.0529000014066696,0.08188795545768272,0.003991381193792595,"(0.003894164986877474, 0.004088597400707716)"
1892.8229050999507,58892.3229051,17.6665992736816,0.0529999993741512,0.09512623085040048,0.004645412657957877,"(0.004532052714579751, 0.004758772601336003)"
1893.0078703998588,58892.5078703999,17.7294998168945,0.0450000017881393,0.08977182866645822,0.003721796434284913,"(0.0036446796933639614, 0.0037989131752058647)"
1893.8159374999814,58893.3159375,17.6284999847412,0.0412000007927418,0.09852353930073766,0.0037395309403821173,"(0.003668588204861295, 0.0038104736759029395)"
