BTJD,mjd,magap,sig_magap,flux,e_flux,e_flux_tuple
1893.8192014000379,58893.31920140001,17.625799179077102,0.0412999987602234,0.09876892502520546,0.003757948065314494,"(0.003686482944101177, 0.003829413186527811)"
1894.013773099985,58893.51377309999,17.7194995880127,0.0377000011503696,0.09060249626972723,0.003146621269140816,"(0.0030919967169637935, 0.0032012458213178385)"
1894.0360763999633,58893.53607640001,17.6704006195068,0.0368999987840652,0.0947937602076777,0.0032222956533525388,"(0.003167544203818054, 0.0032770471028870235)"
1894.9781480999663,58894.4781481,17.646900177002,0.0331999994814396,0.09686790961623692,0.0029625204897670634,"(0.0029172295548317156, 0.0030078114247024113)"
1895.006527800113,58894.5065278001,17.6443996429443,0.0362000018358231,0.0970912609677649,0.0032377616529002604,"(0.0031837908445679908, 0.00329173246123253)"
1895.9531018999405,58895.453101899904,17.660400390625,0.0324000008404255,0.09567089623984112,0.0028553871428873417,"(0.0028127857814484875, 0.002897988504326196)"
1895.9553935001604,58895.4553935002,17.662399291992198,0.0306000001728535,0.09549492278174143,0.0026917510054789776,"(0.0026538218431574334, 0.0027296801678005217)"
1898.864583299961,58898.36458330001,17.623600006103498,0.0263000000268221,0.09896918552955393,0.002397584353153591,"(0.0023685471960665505, 0.0024266215102406313)"
1899.0100810001604,58898.5100810002,17.631299972534197,0.0273000001907349,0.09826978585658463,0.0024711784117170538,"(0.002440112110034323, 0.0025022447133997844)"
1899.8483564998023,58899.3483564998,17.625,0.030799999833107005,0.09884165274274116,0.0028043010845244173,"(0.0027645277580117256, 0.002844074411037109)"
1899.9774074000306,58899.4774074,17.659999847412102,0.0299999993294477,0.09570619707747892,0.002644796401861077,"(0.002608259514612868, 0.002681333289109286)"
1900.9262500000186,58900.42625,17.7658996582031,0.096000000834465,0.08681207469159279,0.00768586564115261,"(0.007346297531748522, 0.008025433750556699)"
1900.928078699857,58900.4280786999,17.7134990692139,0.0441000014543533,0.09110461370359843,0.0037014685525949345,"(0.0036263064968301423, 0.0037766306083597267)"
1901.8915277998894,58901.391527799904,17.728099822998,0.0306000001728535,0.0898876588976349,0.002533696967019508,"(0.002497994926474137, 0.0025693990075648793)"
1901.927129600197,58901.4271296002,17.7532997131348,0.0308999996632338,0.08782539534200744,0.0024998439206235096,"(0.0024642736032018386, 0.0025354142380451805)"
1903.9059838000685,58903.4059838001,17.7800006866455,0.0310999993234873,0.0856918904712745,0.0024549077158010565,"(0.0024197507374286997, 0.0024900646941734134)"
1903.9273494998924,58903.4273494999,17.8607997894287,0.033100001513958,0.07954631815836659,0.0024254428584238458,"(0.0023884744195937224, 0.002462411297253969)"
1905.0159606002271,58904.5159606002,17.9491004943848,0.0428000018000603,0.07333305891251869,0.0028915568919149273,"(0.0028345713111502246, 0.00294854247267963)"
1906.9645254998468,58906.4645254998,17.991399765014602,0.0467999987304211,0.07053100832922904,0.0030411377441734166,"(0.0029756046941194075, 0.0031066707942274258)"
1906.9891666998155,58906.489166699816,18.0223999023438,0.0766000002622604,0.06854567188485801,0.0048399927447890095,"(0.004669329861877181, 0.0050106556277008385)"
1908.9667592998594,58908.4667592999,18.2276000976562,0.0480999983847141,0.05674138857163497,0.0025145643438820482,"(0.0024588736695136185, 0.002570255018250478)"
1908.9667592998594,58908.4667592999,18.2276000976562,0.0480999983847141,0.05674138857163497,0.0025145643438820482,"(0.0024588736695136185, 0.002570255018250478)"
1908.9962846999988,58908.4962847,18.2532997131348,0.0493000000715256,0.05541407822291613,0.0025170505680917124,"(0.0024599145546329165, 0.0025741865815505083)"
1908.9962846999988,58908.4962847,18.2532997131348,0.0493000000715256,0.05541407822291613,0.0025170505680917124,"(0.0024599145546329165, 0.0025741865815505083)"
1911.9692592998035,58911.4692592998,18.2481002807617,0.060699999332428,0.05568008458806942,0.0031145152748820112,"(0.003027476706632587, 0.0032015538431314355)"
1911.972500000149,58911.4725000001,18.2266006469727,0.0538999997079372,0.05679364466204469,0.002820606838971028,"(0.0027506084860044397, 0.002890605191937616)"
1912.9565277998336,58912.456527799804,18.2262001037598,0.0533999986946583,0.05681460049404648,0.002795451499523413,"(0.0027267207058868995, 0.0028641822931599267)"
1912.9770370000042,58912.477037,18.2049999237061,0.0500999987125397,0.0579348689872046,0.00267428404496144,"(0.0026125941711637457, 0.002735973918759134)"
1913.9542244998738,58913.4542244999,18.2735996246338,0.0793000012636185,0.05438763180979333,0.0039758966066017615,"(0.0038307653495558078, 0.004121027863647715)"
1913.9560532001778,58913.456053200185,18.1902008056641,0.0653000026941299,0.05872995612715753,0.003534356463588538,"(0.0034281041616709904, 0.0036406087655060856)"
1914.8860069001094,58914.386006900095,18.2572994232178,0.0856999978423119,0.05521031555897035,0.0043624211989848755,"(0.004190341876202083, 0.004534500521767668)"
1914.9141434999183,58914.414143499904,18.4232006072998,0.089199997484684,0.04738705899970538,0.0038975233324762687,"(0.003737510405839528, 0.004057536259113009)"
1915.890868099872,58915.3908680999,18.1874008178711,0.0935999974608421,0.05888160933889846,0.005082401823036247,"(0.004863463561853576, 0.005301340084218918)"
1915.9256365997717,58915.425636599815,18.32200050354,0.484699994325638,0.052016340763676866,0.02400044761340944,"(0.018730479436057754, 0.029270415790761124)"
