BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,scale,shift,bkg_frac,mjd_0,modelFlux,modelResidual
1870.96488,58870.464879999876,-7424.3992,1223.1407,0.003404314141898761,0.12100173249548896,0.06361066494443764,-0.13752812146542934,0.1575796488395941,0.825750676542663,0.036886320372244936,1.3116074967722289,0.5208000000639004,-0.004876298409873794,0.12587803090536276
1870.98571,58870.485710000146,-8717.5175,1146.6403,0.003404314141898761,0.05375181193048706,0.05963218453534371,-0.30412312367740135,0.14772395017133097,0.825750676542663,0.036886320372244936,1.3116074967722289,0.5416300003344077,-0.004876298409873794,0.058628110340360855
1871.00655,58870.50655000005,-8900.9508,1186.4059,0.003404314141898761,0.04421217827595122,0.06170023464430869,-0.3277552005100077,0.15284703150113688,0.825750676542663,0.036886320372244936,1.3116074967722289,0.5624700002372265,-0.004876298409873794,0.049088476685825014
1871.02738,58870.527379999876,-7685.3109,1173.8512,0.003404314141898761,0.10743275655610303,0.061047314816542415,-0.1711418946512464,0.1512295845326185,0.825750676542663,0.036886320372244936,1.3116074967722289,0.5833000000639004,-0.004876298409873794,0.11230905496597682
1871.04821,58870.548210000146,-8359.4403,1190.6748,0.002609737537340144,0.07237397763345359,0.061922243091563633,-0.2316656411433359,0.15339700237769374,0.825750676542663,0.036886320372244936,1.3116074967722289,0.6041300003344077,-0.004876298409873794,0.07725027604332738
1871.06904,58870.56903999997,-9556.2608,1175.1823,0.0013294761268461562,0.010132121218950721,0.061116540013698845,-0.34343715147776893,0.15140107279277565,0.825750676542663,0.036886320372244936,1.3116074967722289,0.6249600001610816,-0.004876298409873794,0.015008419628824515
1871.08987,58870.589869999785,-6012.1353,1160.9123,0.00040738423051269303,0.1944479400789868,0.060374414280529205,0.14371006980372272,0.149562640314042,0.825750676542663,0.036886320372244936,1.3116074967722289,0.6457899999732035,-0.004876298409873794,0.1993242384888606
1871.11071,58870.610710000146,-7356.3599,1108.758,0.0002307616915838065,0.12454018487088125,0.05766207734111439,-0.023617251240552434,0.1428434981258417,0.825750676542663,0.036886320372244936,1.3116074967722289,0.6666300003344077,-0.004876298409873794,0.12941648328075506
1871.13154,58870.63153999997,-9884.8276,1101.4972,0.0002307616915838065,-0.006955326387580525,0.05728447211873191,-0.3493647733925471,0.14190807482229653,0.825750676542663,0.036886320372244936,1.3116074967722289,0.6874600001610816,-0.004876298409873794,-0.0020790279777067313
1871.15237,58870.652369999785,-6570.6343,1111.1013,0.0002307616915838065,0.16540263665575552,0.057783943019498164,0.07760934037910323,0.1431453901249599,0.825750676542663,0.036886320372244936,1.3116074967722289,0.7082899999732035,-0.004876298409873794,0.17027893506562933
