BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,scale,shift,bkg_frac,mjd_0,modelFlux,modelResidual
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009095099090806124,0.22712011591437967,0.07118949527956295,-0.05741134493580739,0.17635432166948944,0.825750676542663,0.036886320372244936,1.3116074967722289,0.0,0.0030274600116375868,0.22409265590274208
1870.46491,58869.9649100001,-6841.1413,1375.3282,0.009095099090806124,0.14900131413513976,0.07152532927637559,-0.250931305195536,0.17718626711971164,0.825750676542663,0.036886320372244936,1.3116074967722289,0.020830000285059214,0.0030274600116375868,0.14597385412350217
1870.48574,58869.985739999924,-2219.7583,1400.761,0.009095099090806124,0.3893409950834723,0.07284798767487291,0.3444506572338641,0.18046282532189364,0.825750676542663,0.036886320372244936,1.3116074967722289,0.0416600001117331,0.0030274600116375868,0.38631353507183475
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009095099090806124,-0.05915533290747669,0.07128256003075477,-0.7665877815624148,0.17658486651326621,0.825750676542663,0.036886320372244936,1.3116074967722289,0.0625,0.0030274600116375868,-0.06218279291911428
1870.52741,58870.0274100001,-9069.4821,1365.9754,0.009095099090806124,0.03311420481826377,0.07103892748540229,-0.5380128819584876,0.17598132729580834,0.825750676542663,0.036886320372244936,1.3116074967722289,0.08333000028505921,0.0030274600116375868,0.030086744806626185
1870.54824,58870.048239999924,-2547.5301,1417.2715,0.009095099090806124,0.3722948922532458,0.07370663286881106,0.3022231644004379,0.18258990587130722,0.825750676542663,0.036886320372244936,1.3116074967722289,0.1041600001117331,0.0030274600116375868,0.36926743224160824
1870.56907,58870.069070000194,-4363.331,1419.5668,0.009095099090806124,0.27786233624745815,0.07382600225881415,0.06828992337214178,0.18288561393496788,0.825750676542663,0.036886320372244936,1.3116074967722289,0.1249900003822404,0.0030274600116375868,0.2748348762358206
1870.58991,58870.0899100001,-9081.7466,1408.5105,0.009095099090806124,0.03247637713399909,0.07325100823333108,-0.5395929418838855,0.18146120881831596,0.825750676542663,0.036886320372244936,1.3116074967722289,0.1458300002850592,0.0030274600116375868,0.029448917122361504
1870.61074,58870.110739999924,-3893.5629,1404.6370000000002,0.009095099090806124,0.3022930997816003,0.0730495629616119,0.1288110819224569,0.18096217811009066,0.825750676542663,0.036886320372244936,1.3116074967722289,0.1666600001117331,0.0030274600116375868,0.29926563976996273
1870.63157,58870.131570000194,-12320.2937,1457.983,0.009095099090806124,-0.1359475290322175,0.0758238754606776,-0.9568214052720193,0.18783484937922346,0.825750676542663,0.036886320372244936,1.3116074967722289,0.1874900003822404,0.0030274600116375868,-0.13897498904385508
1870.6524,58870.15240000003,-5271.0884,1395.0928,0.009095099090806124,0.23065349770399876,0.07255320722072069,-0.04865826772602293,0.17973257984355037,0.825750676542663,0.036886320372244936,1.3116074967722289,0.20832000021619024,0.0030274600116375868,0.22762603769236117
1870.67323,58870.17322999983,-7548.1391,1419.9585,0.009095099090806124,0.11223318094142425,0.07384637301212056,-0.3420152377753002,0.18293607742494122,0.825750676542663,0.036886320372244936,1.3116074967722289,0.22915000002103625,0.0030274600116375868,0.10920572092978666
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.004856871529638358,-0.155824422886122,0.07411841123900474,-0.8656417378268381,0.18360998467462644,0.825750676542663,0.036886320372244936,1.3116074967722289,0.24998000031337142,0.0030274600116375868,-0.1588518828977596
1870.7149,58870.21490000003,-4888.1923,1263.6023,0.009095099090806124,0.25056639531719394,0.06571491123492233,0.0006709983020391415,0.16279239723353453,0.825750676542663,0.036886320372244936,1.3116074967722289,0.27082000021619024,0.0030274600116375868,0.24753893530555635
1870.73573,58870.23572999983,-4206.0807,1389.5768,0.009095099090806124,0.28604029659634705,0.07226634208097552,0.08854879224464421,0.17902194259388718,0.825750676542663,0.036886320372244936,1.3116074967722289,0.29165000002103625,0.0030274600116375868,0.2830128365847095
1870.75656,58870.256560000125,-243.9908,1384.0568,0.009277825139021829,0.49209277535749085,0.07197926891719862,0.5929386863102216,0.17831079001626907,0.825750676542663,0.036886320372244936,1.3116074967722289,0.3124800003133714,0.0030274600116375868,0.4890653153458533
1870.77739,58870.277389999945,-10747.8938,1374.2620000000002,0.009095099090806124,-0.05417328736274526,0.07146988047071999,-0.7542459991250295,0.17704890645336085,0.825750676542663,0.036886320372244936,1.3116074967722289,0.33331000013276935,0.0030274600116375868,-0.05720074737438285
