Date(JD-2457000)  Counts  Error
1329.167788  -1122.9216  1438.608
1329.188621  -1532.2424  1424.2053
1329.209455  -225.9331  1421.5829
1329.230289  436.5168  1440.612
1329.251122  -1435.7791  1390.3523
1329.271956  -1335.2631  1432.0374
1329.29279  -313.3984  1428.6367
1329.313623  1316.9492  1426.7603
1329.334457  274.4704  1408.4922
1329.355291  1070.7455  1405.2235
1329.376124  1505.9624  1406.9319
1329.396958  -125.7063  1373.7691
1329.417791  4034.6231  1404.9687
1329.438625  1363.3523  1421.3793
1329.459459  2993.9491  1380.7541
1329.480292  351.7671  1378.7264
1329.501126  452.1488  1426.0535
1329.52196  675.7665  1414.662
1329.542793  1264.563  1432.3919
1329.563627  1619.1005  1433.253
1329.584461  -5216.9585  1433.048
1329.605294  -2211.5164  1437.1366
1329.626128  -1948.34  1437.0649
1329.646961  -750.4357  1420.9102
1329.667795  831.7789  1439.3352
1329.688629  -1606.6841  1391.1421
1329.709462  -2302.2784  1420.1619
1329.730296  1835.7515  1425.0138
1329.75113  -1570.5799  1437.2496
1329.771963  -142.9967  1436.6596
1329.792797  -1091.578  1437.8365
1329.813631  -215.817  1436.2809
1329.834464  375.8276  1421.4825
1329.855298  -833.2332  1416.9058
1329.876131  -1484.7421  1429.3831
1329.896965  2207.5706  1429.2254
1329.917799  -1110.3541  1424.7079
1329.938632  1892.8544  1405.5164
1329.959466  2265.8976  1402.0545
1329.9803  3554.2562  1403.4441
1330.001133  -924.0046  1370.9184
1330.021967  2849.3406  1398.4702
1330.042801  518.6033  1396.2794
1330.063634  147.9816  1400.9088
1330.084468  -2173.405  1395.6852
1330.105301  -512.1344  1398.819
1330.126135  2454.6655  1400.7829
1330.146969  -451.4629  1400.5898
1330.167802  813.1446  1404.5208
1330.188636  921.2531  1375.1254
1330.20947  -2716.0281  1401.9936
1330.230303  -1806.4839  1402.2338
1330.251137  859.8494  1400.6736
1330.27197  -891.2945  1395.4024
1330.292804  -1932.7634  1365.099
1330.313638  1342.3257  1390.9345
1330.334471  10190.4305  1538.864
1330.355305  854.7786  1359.171
1330.376139  -751.7828  1382.2501
1330.396972  -417.2832  1382.3767
1330.417806  -25.1435  1382.1818
1330.43864  1267.5345  1383.3425
1330.459473  1765.9693  1383.6998
1330.480307  231.6973  1357.9362
1330.50114  1846.7035  1360.3432
1330.521974  -415.3908  1362.2077
1330.542808  -1398.7512  1392.2809
1330.563641  635.1575  1396.4537
1330.584475  -7.0432  1398.0805
1330.605309  -2287.4952  1399.9075
1330.626142  -2651.55  1402.9594
1330.646976  -538.6548  1403.4553
1330.667809  -3312.5974  1403.7842
1330.688643  -1422.4933  1403.021
1330.709477  -1654.8354  1404.3121
1330.73031  -4165.9301  1400.8049
1330.751144  -717.8124  1402.0724
1330.771978  1199.945  1401.7548
1330.792811  576.0089  1403.1161
1330.813645  -1461.0056  1400.284
1330.834479  -245.0345  1401.0505
1330.855312  -2433.018  1399.2568
1330.876146  -905.1283  1397.1673
1330.896979  -893.7129  1395.5195
1330.917813  -139.4429  1392.8506
1330.938647  -2036.7082  1390.5251
1330.95948  -416.6997  1389.3041
1330.980314  -632.4154  1386.7826
1331.001148  -1887.7406  1386.232
1331.021981  -793.4938  1385.0155
1331.042815  -535.172  1385.582
1331.063648  -648.3895  1385.8772
1331.084482  -63.2838  1386.2593
1331.105316  25.6366  1360.0759
1331.126149  -18.054  1387.8815
1331.146983  -3728.6518  1359.6161
1331.167817  -838.6588  1388.5528
1331.18865  2019.5159  1391.6547
1331.209484  1064.9841  1390.1648
1331.230317  -2208.122  1389.0996
1331.251151  -1290.0783  1387.071
1331.271985  -1188.352  1384.7953
1331.292818  -814.0361  1381.1749
1331.313652  613.1361  1379.3473
1331.334486  -310.0454  1376.6634
1331.355319  1214.5977  1374.3087
1331.376153  795.041  1371.5253
1331.396986  3554.6826  1371.3932
1331.41782  880.7161  1368.5534
1331.438654  -960.8073  1340.4393
1331.459487  -11.3594  1366.5918
1331.480321  631.4181  1341.9268
1331.501155  5038.0612  1373.8777
1331.521988  2106.4818  1374.4206
1331.542822  1241.3839  1376.7505
1331.563655  4220.4824  1381.2594
1331.584489  -1563.3583  1380.7666
1331.605323  46.9593  1385.2444
1331.626156  602.33  1386.3273
1331.64699  2161.6639  1389.8602
1331.667824  -1033.3341  1389.9755
1331.688657  1509.7516  1390.2809
1331.709491  -1724.6998  1388.7155
1331.730324  1178.2957  1388.5703
1331.751158  -532.3248  1387.6687
1331.771992  392.1711  1386.4304
1331.792825  1625.5743  1387.2856
1331.813659  -2670.8062  1385.2105
1331.834492  386.9388  1358.8259
1331.855326  1266.0998  1384.56
1331.87616  816.456  1384.2427
1331.896993  169.0359  1383.4834
1331.917827  -826.1435  1382.9261
1331.938661  -107.9982  1380.1496
1331.959494  921.2351  1379.5349
1331.980328  -197.4883  1378.8609
1332.001161  693.7632  1376.8295
1332.021995  1782.5288  1374.4916
1332.042829  1750.9049  1375.2866
1332.063662  2449.8336  1374.4557
1332.084496  1084.8562  1374.0215
1332.10533  -1608.1636  1346.7879
1332.126163  -161.2752  1374.1729
1332.146997  479.9242  1376.407
1332.16783  -1154.4183  1375.9698
1332.188664  -84.9302  1377.3273
1332.209498  -798.1509  1378.3489
1332.230331  -1739.2985  1374.3947
1332.251165  -3106.156  1374.1265
1332.271998  -4899.1973  1345.3558
1332.292832  -312.1511  1372.1735
1332.313666  -2056.2329  1369.9773
1332.334499  -1751.1441  1364.6574
1332.355333  1080.6328  1361.6396
1332.376167  2573.1782  1361.6592
1332.397  -198.5103  1362.2395
1332.417834  2815.6009  1359.589
1332.438667  2106.7474  1357.3783
1332.459501  -1809.5719  1355.1508
1332.480335  2832.4175  1358.2422
1332.501168  -1600.903  1358.3851
1332.522002  2615.5062  1359.5246
1332.542835  83.8162  1361.2903
1332.563669  -1461.626  1363.1778
1332.584503  -783.4834  1365.4844
1332.605336  -933.3626  1366.2674
1332.62617  -838.8791  1366.7816
1332.647004  1643.5088  1367.7671
1332.667837  -1072.8397  1366.1159
1332.688671  1653.3357  1366.7842
1332.709504  1166.9759  1365.4185
1332.730338  -11.1017  1363.0516
1332.751172  1270.5255  1361.8776
1332.772005  2621.7519  1361.6661
1332.792839  253.0915  1358.9941
1332.813672  59.5759  1357.2229
1332.834506  -981.1934  1502.225
1332.85534  3343.2464  1355.7532
1332.876173  1898.3601  1354.4267
1332.897007  -637.069  1354.3858
1332.91784  1350.5717  1351.569
1332.938674  984.9018  1351.8099
1332.959508  973.933  1349.6413
1332.980341  509.3903  1348.9543
1333.001175  1085.2692  1348.7404
1333.022009  1877.5  1347.7058
1333.042842  2072.4771  1347.0472
1333.063676  989.0507  1346.69
1333.084509  741.2882  1346.4166
1333.105343  1937.4214  1346.4104
1333.126177  -1435.5486  1344.8045
1333.14701  5405.6087  1348.2683
1333.167844  1625.6779  1348.1685
1333.188677  698.7722  1349.9181
1333.209511  2873.3323  1348.4036
1333.230345  3217.0379  1349.2224
1333.251178  -72.788  1344.6396
1333.272012  2460.874  1345.7882
1333.292845  2150.9494  1343.5081
1333.313679  2492.4557  1341.416
1333.334512  892.2906  1338.959
1333.355346  2877.4789  1336.2425
1333.376179  2544.9102  1334.5483
1333.397013  1105.2995  1330.8675
1333.417846  2088.6987  1330.615
1333.43868  -1029.8335  1327.449
1333.459513  3396.5905  1329.9672
1333.480347  279.2337  1326.4412
1333.50118  -2566.7783  1299.3555
1333.522014  1765.6683  1330.5559
1333.542847  1665.0979  1333.5156
1333.563681  884.7563  1333.7651
1333.584514  2665.637  1335.0039
1333.605348  730.4054  1336.7206
1333.626181  1329.6753  1336.9288
1333.647015  1196.327  1337.5914
1333.667848  536.7437  1336.5467
1333.688682  1603.2105  1337.6873
1333.709515  1789.4749  1337.2453
1333.730349  1019.6254  1335.8151
1333.751183  -487.7569  1334.2747
1333.772016  1117.7478  1334.5906
1333.79285  2265.2047  1333.9291
1333.813683  1538.2814  1332.8712
1333.834517  1557.8042  1330.8068
1333.85535  552.219  1300.3551
1333.876184  2672.298  1329.8479
1333.897017  3629.9194  1329.5209
1333.917851  1989.3045  1327.3286
1333.938684  3102.2454  1328.1902
1333.959518  643.4746  1326.3494
1333.980351  2837.597  1325.2169
1334.001185  997.7119  1324.3991
1334.022018  1001.9788  1324.9286
1334.042852  1706.0186  1323.9926
1334.063685  4266.6844  1326.5475
1334.084519  264.3256  1324.701
1334.105352  2588.1068  1325.2551
1334.126186  1258.1471  1325.7402
1334.147019  1462.3233  1326.7427
1334.167853  416.2515  1325.7715
1334.188686  1987.3091  1328.0376
1334.20952  1713.5304  1329.3076
1334.230353  317.3338  1327.5836
1334.251187  2341.1865  1329.2959
1334.27202  -715.2205  1326.5382
1334.292854  2215.4232  1328.5244
1334.313687  -328.2821  1324.2979
1334.334521  2564.6996  1325.5153
1334.355354  617.2036  1292.5074
1334.376188  1720.0643  1320.415
1334.397021  -1649.4154  1317.031
1334.417855  2390.6419  1318.1443
1334.438688  556.8858  1315.6612
1334.459522  3376.8387  1317.2613
1334.480355  508.0379  1315.0141
1334.501189  2986.9582  1317.3455
1334.522022  -395.6008  1286.5352
1334.542856  2074.4573  1318.1884
1334.563689  186.4559  1317.1646
1334.584523  -1393.7544  1318.3936
1334.605356  -325.9571  1318.295
1334.62619  895.2764  1320.1608
1334.647023  -1156.7703  1318.5191
1334.667857  -1018.9032  1319.237
1334.68869  957.4292  1318.4635
1334.709524  -372.8464  1316.666
1334.730357  1348.5441  1316.021
1334.751191  2309.4379  1315.5792
1334.772024  1296.5691  1312.2502
1334.792858  3024.7654  1310.3384
1334.813691  1225.7223  1307.838
1334.834525  2862.3411  1306.8051
1334.855358  -1176.3039  1302.7364
1334.876192  437.341  1301.2122
1334.897025  2645.2162  1301.2911
1334.917859  -489.4204  1267.6231
1334.938692  2877.3227  1297.6796
1334.959526  3383.9539  1296.5712
1334.980359  2492.1702  1304.6494
1335.001193  494.7414  1263.5968
1335.022026  -1923.3153  1262.854
1335.04286  140.1154  1287.4078
1335.063693  608.9168  1260.775
1335.084527  2256.2148  1285.4779
1335.10536  1623.0574  1260.7727
1335.126194  664.535  1283.9484
1335.147027  -280.1416  1281.9134
1335.167861  -1835.9593  1253.8925
1335.188694  -1331.0276  1252.0016
1335.209528  -1655.9154  1248.5336
1335.230361  1434.0863  1247.9797
1335.251195  -916.2353  1244.3089
1335.272028  -96.4247  1244.0163
1335.292862  192.4236  1241.7748
1335.313695  -570.8674  1240.4051
1335.334529  1399.7768  1358.9564
1335.355362  795.9197  1237.3684
1335.376196  -2023.8632  1235.0855
1335.397029  -4288.3192  1233.6607
1335.417863  1113.163  1234.4632
1335.438696  -1316.7732  1233.3179
1335.45953  -2289.798  1233.8495
1335.480363  -1407.3973  1232.6688
1335.501197  -2194.445  1232.8483
1335.52203  -1216.7373  1231.8871
1335.542864  123.122  1233.1144
1335.563697  -234.2399  1234.4341
1335.584531  -1500.6248  1233.3332
1335.605364  831.6757  1233.6111
1335.626198  524.7107  1234.3581
1335.647031  1649.1256  1233.9563
1335.667865  -300.6737  1234.2572
1335.688698  -360.1785  1232.5836
1335.709532  -119.1227  1232.5517
1335.730365  1397.9711  1233.7996
1335.751199  -1594.9543  1233.6497
1335.772032  658.942  1233.5669
1335.792866  -268.0081  1234.0782
1335.813699  1202.4071  1235.0258
1335.834533  -1057.1376  1234.2332
1335.855366  3105.7546  1236.0384
1335.8762  -484.5534  1234.0932
1335.897033  1127.6161  1234.8072
1335.917867  -1398.6248  1232.1794
1335.9387  -597.5636  1232.5955
1335.959534  -673.0712  1233.2418
1335.980367  -1430.6481  1232.4692
1336.001201  -1538.995  1232.531
1336.022034  878.4396  1232.5159
1336.042868  -1103.1934  1232.5509
1336.063701  -669.7722  1231.5046
1336.084534  -97.679  1232.4591
1336.105368  -397.0459  1231.916
1336.126201  -1347.1112  1231.5592
1336.147035  -2261.7297  1231.6093
1336.167868  -512.3438  1231.7472
1336.188702  -961.5063  1232.9188
1336.209535  -187.7088  1232.0326
1336.230369  -2418.1185  1230.7853
1336.251202  1994.3164  1232.3946
1336.272036  971.1556  1231.8114
1336.292869  -868.1346  1229.8113
1336.313703  616.8457  1231.5817
1336.334536  -626.8753  1230.0375
1336.35537  85.6445  1231.258
1336.376203  173.4314  1231.8624
1336.397037  137.2656  1232.6946
1336.41787  -2065.0632  1231.3834
1336.438704  -1740.2872  1230.804
1336.459537  1076.3908  1231.929
1336.480371  499.9975  1231.9089
1336.501204  1043.6823  1232.4868
1336.522038  1945.9274  1233.534
1336.542871  -369.0064  1231.22
1336.563705  458.7403  1231.7665
1336.584538  -790.7509  1232.42
1336.605372  71.9156  1230.7262
1336.626206  -1021.049  1230.8661
1336.647039  -1863.4848  1230.0629
1336.667873  -647.8836  1230.7186
1336.688706  -696.9856  1233.5612
1336.70954  -892.9003  1232.469
1336.730373  -731.9428  1231.5776
1336.751207  445.4161  1231.9313
1336.77204  -915.3686  1231.1312
1336.792874  -669.8261  1232.3837
1336.813707  -750.7013  1230.3874
1336.834541  -1520.8674  1233.0637
1336.855374  -44.1757  1230.801
1336.876208  -482.8786  1230.2505
1336.897041  1820.706  1231.6821
1336.917875  -369.779  1230.0671
1336.938708  -690.6388  1229.7197
1336.959542  -1007.2659  1230.772
1336.980375  -252.1081  1230.0032
1337.001209  -447.6768  1230.0032
1337.022043  -1220.1718  1231.7467
1337.042876  -2052.9703  1228.6212
1337.06371  -1430.8167  1228.4953
1337.084543  -496.9362  1230.2879
1337.105377  -1652.7712  1227.1126
1337.12621  -2054.5849  1229.0653
1337.147044  640.0875  1231.4398
1337.167877  -758.2889  1231.4871
1337.188711  766.736  1230.2613
1337.209544  -3897.5955  1229.1179
1337.230378  -218.1072  1230.136
1337.251211  -4202.9711  1227.3749
1337.272045  -228.4633  1230.0757
1337.292878  -721.6926  1229.8819
1337.313712  -154.2979  1229.9267
1337.334545  633.7701  1231.9697
1337.355379  147.7438  1230.3225
1337.376212  -1657.5761  1230.8807
1337.397046  -824.1762  1228.6978
1337.417879  -3018.1712  1228.9164
1337.438713  -1042.1666  1230.8894
1337.459546  -2645.863  1228.9839
1337.48038  -968.8302  1229.9837
1337.501213  -3390.1331  1228.1721
1337.522047  -2368.4822  1228.8393
1337.54288  -1708.594  1230.1177
1337.563714  -940.1763  1229.5706
1337.584547  -1804.0105  1229.4471
1337.605381  1028.3374  1231.3936
1337.626214  -310.0261  1232.5453
1337.647048  829.2025  1231.9121
1337.667882  -171.861  1231.6537
1337.688715  -1494.4623  1228.4054
1337.709549  -326.8343  1231.5601
1337.730382  -977.116  1229.5871
1337.751216  307.6298  1232.3226
1337.772049  -2139.2321  1230.8299
1337.792883  2667.2877  1232.2854
1337.813716  -741.6228  1229.3515
1337.83455  -3676.3245  1402.0232
1337.855383  -784.0098  1228.9014
1337.876217  -878.6226  1229.194
1337.89705  810.4646  1229.3208
1337.917884  -441.1428  1228.1487
1337.938717  -1918.4888  1228.5027
1337.959551  1557.3551  1229.5392
1337.980384  -638.8581  1227.399
1338.001218  -901.9963  1228.6412
1338.022051  365.65  1228.2262
1338.042885  521.8028  1229.5073
1338.063718  843.0467  1228.706
1338.084552  -2228.8487  1227.9423
1338.105385  628.2995  1228.4286
1338.126219  -1154.9141  1226.9516
1338.147052  -744.3149  1228.2581
1338.167886  1019.5934  1229.4024
1338.188719  -1278.0523  1227.7757
1338.209553  -1266.6301  1226.974
1338.230386  1342.0112  1228.8478
1338.25122  920.4719  1228.1281
1338.272053  946.1099  1227.7797
1338.292887  -1403.8246  1226.746
1338.31372  2053.844  1228.6496
1338.334554  -903.3456  1228.0731
1338.355387  -553.9942  1226.8203
1338.376221  -1148.4983  1226.1287
1338.397054  -154.5148  1226.4984
1338.417887  -1895.7847  1224.9854
1338.438721  -1808.0046  1226.3214
1338.459554  -230.9821  1227.6611
1338.480388  -2529.087  1224.587
1338.501221  -964.9977  1226.2985
1339.667898  -897.4717  1225.7657
1339.688731  2184.9203  1228.2489
1339.709565  303.5744  1229.0294
1339.730398  -2110.3571  1224.8971
1339.751232  1066.1707  1227.6655
1339.772066  -1552.2757  1225.9295
1339.792899  964.6889  1227.1342
1339.813733  -667.5556  1227.0517
1339.834566  1297.5343  1228.6934
1339.8554  2087.8811  1231.8533
1339.876233  -38.9401  1233.1273
1339.897067  -1786.1174  1238.3604
1339.9179  1077.5204  1244.9932
1339.938734  91.3963  1275.5923
1339.959567  4298.0171  1301.6321
1339.980401  2401.4215  1329.951
1340.001235  1030.3712  1339.0242
1340.022068  -1926.1029  1356.614
1340.042902  -1895.1363  1402.1339
1340.063735  -6895.2559  1453.0827
1340.084569  -5212.6864  1478.9429
1340.105402  -11671.2854  1512.5444
1340.126236  -11455.3091  1558.347
1340.147069  -9678.4156  1607.1335
1340.167903  -5877.1775  1656.6339
1340.188737  -680.9214  1708.4837
1340.20957  -749.556  1737.91
1340.230404  3680.3694  1780.6224
1340.251237  4133.4768  1809.5542
1340.272071  5981.1249  1847.2975
1340.292904  4886.8544  1868.7691
1340.313738  7002.4694  1890.6728
1340.334571  8489.1398  1905.5651
1340.355405  6648.9883  1908.4319
1340.376239  6693.0392  1905.6887
1340.397072  6379.4904  1909.6857
1340.417906  12750.9787  1935.496
1340.438739  7938.2837  1933.1006
1340.459573  7892.8929  1933.1051
1340.480406  5462.6443  1942.4191
1340.50124  8624.254  1947.3612
1340.522073  6717.1003  1946.1666
1340.542907  10103.3493  1946.4628
1340.563741  7044.129  1937.7582
1340.584574  5626.0447  1923.5457
1340.605408  6844.4288  1910.6174
1340.626241  1674.173  1894.8444
1340.647075  6914.3213  1881.5822
1340.667908  5226.058  1868.8041
1340.688742  3346.6396  1860.4245
1340.709576  4291.0866  1853.0973
1340.730409  6678.4027  1846.9902
1340.751243  6867.949  1845.4752
1340.772076  4270.276  1849.4682
1340.79291  2682.9166  1852.3042
1340.813743  3935.8969  1853.3876
1340.834577  6008.3074  1848.3194
1340.855411  3519.2812  1834.4045
1340.876244  4545.7982  1821.7266
1340.897078  2872.709  1801.4503
1340.917911  4221.8799  1787.705
1340.938745  3805.5547  1768.8974
1340.959578  5642.4556  1753.7168
1340.980412  2126.9692  1737.8578
1341.001245  4413.0847  1731.6934
1341.022079  2510.5708  1732.5455
1341.042913  1809.6563  1730.968
1341.063746  4335.2411  1733.4955
1341.08458  4629.3307  1733.8694
1341.105413  2700.1478  1728.1607
1341.126247  2054.5074  1715.1378
1341.14708  3419.7011  1698.8325
1341.167914  2137.7965  1681.6578
1341.188748  -14.8482  1668.4579
1341.209581  1062.2734  1657.5044
1341.230415  221.2676  1648.0045
1341.251248  -562.7046  1639.2486
1341.272082  455.3129  1630.0739
1341.292915  1748.5913  1634.3043
1341.313749  1187.7211  1623.727
1341.334583  1238.3776  1617.4901
1341.355416  -1285.4433  1612.9974
1341.37625  2353.9954  1598.685
1341.397083  560.4482  1620.0532
1341.417917  284.5615  1622.1101
1341.43875  1522.6969  1624.1862
1341.459584  -177.8032  1628.7435
1341.480417  5127.0615  1635.9938
1341.501251  495.9448  1639.1751
1341.522085  1417.9493  1645.4074
1341.542918  1710.4033  1647.4108
1341.563752  3098.5746  1649.5782
1341.584585  2623.8441  1646.6605
1341.605419  2315.5233  1638.5453
1341.626252  547.2754  1629.3381
1341.647086  2005.6181  1616.5893
1341.66792  762.9335  1601.9304
1341.688753  -4344.0383  1577.6651
1341.709587  -2445.1001  1563.4719
1341.73042  132.1852  1556.893
1341.751254  -755.5143  1552.2793
1341.772087  444.459  1547.7674
1341.792921  2527.1946  1547.7478
1341.813755  -621.2663  1543.4498
1341.834588  -784.0041  1556.4687
1341.855422  373.6543  1546.0797
1341.876255  445.4072  1511.5712
1341.897089  548.7794  1499.5531
1341.917922  -1086.2845  1487.3376
1341.938756  2555.5639  1475.8444
1341.959589  690.7479  1459.9118
1341.980423  -1334.1993  1448.0536
1342.001257  2644.0122  1443.4992
1342.02209  1850.3204  1437.5526
1342.042924  -535.7434  1439.2596
1342.063757  383.7811  1444.1093
1342.084591  863.302  1444.9798
1342.105424  -342.8878  1444.5335
1342.126258  1680.0669  1442.1598
1342.147092  -1156.261  1438.2207
1342.167925  6481.6876  1695.8805
1342.188759  868.1498  1437.1266
1342.209592  970.4007  1422.5718
1342.230426  -234.4485  1412.9744
1342.251259  -1689.9549  1403.9146
1342.272093  1080.2314  1398.3911
1342.292926  -90.2451  1390.2061
1342.31376  670.5625  1387.998
1342.334594  1110.0736  1388.2075
1342.355427  4262.0421  1378.5407
1342.376261  1173.8894  1384.798
1342.397094  2004.5046  1386.7032
1342.417928  3143.1732  1388.6899
1342.438761  3061.3005  1383.5524
1342.459595  735.1101  1391.4551
1342.480428  496.4347  1412.179
1342.501262  39.1776  1440.0461
1342.522096  298.1653  1443.855
1342.542929  -535.868  1446.1041
1342.563763  -522.0583  1449.1858
1342.584596  467.0345  1405.1775
1342.60543  -1858.1825  1397.131
1342.626263  652.8299  1449.3424
1342.647097  2613.7393  1448.3405
1342.667931  674.5541  1443.1604
1342.688764  1501.351  1442.0109
1342.709598  1077.2165  1439.1532
1342.730431  29.2145  1391.4162
1342.751265  2761.0195  1390.87
