Date(JD-2457000)  Counts  Error
1342.772098  2948.5997  1432.3479
1342.792932  -1543.8204  1384.606
1342.813765  2376.4497  1385.6456
1342.834599  646.1118  1383.906
1342.855433  3101.2015  1429.8578
1342.876266  1571.4036  1425.5101
1342.8971  1349.7446  1376.9975
1342.917933  4167.7727  1373.147
1342.938767  3925.2366  1367.1463
1342.9596  5161.7181  1360.9081
1342.980434  1808.4644  1354.9503
1343.001267  4203.6258  1351.3056
1343.022101  -539.1794  1348.1612
1343.042935  4087.5155  1379.1249
1343.063768  2274.049  1350.2447
1343.084602  2014.542  1351.9304
1343.105435  -829.236  1354.9854
1343.126269  3957.2141  1384.9295
1343.147102  837.0142  1357.9426
1343.167936  1569.9041  1358.076
1343.18877  4025.5783  1358.8134
1343.209603  3961.69  1357.0259
1343.230437  3388.8066  1354.5209
1343.25127  3059.6588  1348.9419
1343.272104  1142.3506  1346.1142
1343.292937  3901.2195  1345.1135
1343.313771  547.6687  1340.6858
1343.334604  6230.2724  1343.5615
1343.355438  3167.2496  1339.2928
1343.376272  3912.0657  1341.0158
1343.397105  -268.7875  1338.0203
1343.417939  2164.8697  1340.9671
1343.438772  6319.2755  1372.1867
1343.459606  4457.0727  1369.9471
1343.480439  291.6532  1341.9597
1343.501273  970.6685  1346.1329
1343.522106  3237.5248  1351.0969
1343.54294  4271.032  1357.1882
1343.563774  -707.7022  1356.0765
1343.584607  599.5405  1359.8291
1343.605441  4443.2135  1361.2637
1343.626274  892.5444  1406.4112
1343.647108  706.9946  1361.2748
1343.667941  1167.4447  1361.6686
1343.688775  2909.3849  1359.6085
1343.709608  4641.8197  1387.9337
1343.730442  1305.002  1357.1617
1343.751275  3179.2669  1385.4473
1343.772109  1979.6319  1384.0295
1343.792943  3321.8464  1382.7961
1343.813776  2620.9192  1354.0164
1343.83461  1610.5619  1355.7816
1343.855443  587.7816  1353.5836
1343.876277  1353.5683  1354.7825
1343.89711  1542.9185  1353.2762
1343.917944  2442.2332  1350.4358
1343.938777  3005.5939  1376.32
1343.959611  1518.3396  1345.9173
1343.980445  3590.4152  1342.5686
1344.001278  6334.7683  1340.0066
1344.022112  2686.2247  1336.3553
1344.042945  2018.6003  1335.948
1344.063779  7560.3275  1364.7926
1344.084612  2322.4405  1337.0296
1344.105446  6144.0998  1337.6356
1344.126279  3965.7241  1340.271
1344.147113  6145.3468  1342.322
1344.167947  5141.9068  1341.8227
1344.18878  3711.1257  1341.43
1344.209614  5403.5436  1366.1589
1344.230447  2878.3842  1337.2225
1344.251281  2978.7119  1340.8452
1344.272114  3892.6353  1332.8202
1344.292948  2827.6381  1326.6403
1344.313781  3246.8065  1325.4561
1344.334615  4522.0581  1322.3296
1344.355448  3087.6036  1321.8605
1344.376282  6069.3941  1348.0358
1344.397116  2842.3855  1322.3247
1344.417949  6522.8082  1325.0796
1344.438783  5044.2636  1327.194
1344.459616  8353.3165  1330.8058
1344.48045  2842.6533  1331.4468
1344.501283  6067.6073  1336.612
1344.522117  1987.1142  1340.5377
1344.54295  1327.3108  1341.0704
1344.563784  5743.7953  1344.684
1344.584617  3553.5945  1347.138
1344.605451  1967.4805  1346.3174
1344.626285  4345.9475  1348.2185
1344.647118  1911.5083  1347.3393
1344.667952  3698.5933  1509.8953
1344.688785  6255.5286  1376.204
1344.709619  4648.1916  1368.617
1344.730452  3458.1521  1339.5995
1344.751286  3732.1867  1340.183
1344.772119  3187.3485  1340.2537
1344.792953  3450.4312  1342.2601
1344.813786  4988.0009  1341.461
1344.83462  3862.9327  1340.1764
1344.855454  5535.7108  1369.8761
1344.876287  6725.2329  1341.5004
1344.897121  4549.3687  1337.9501
1344.917954  6753.5212  1339.3525
1344.938788  2371.7217  1334.3935
1344.959621  5386.1205  1331.972
1344.980455  4766.6677  1329.0381
1345.001288  6918.269  1353.8337
1345.022122  6478.6866  1353.1368
1345.042955  8630.1874  1354.3917
1345.063789  5965.0479  1329.3409
1345.084623  7705.4125  1356.0604
1345.105456  5973.7114  1331.9651
1345.12629  7556.9359  1334.7818
1345.147123  5673.5754  1335.9524
1345.167957  4953.9003  1335.1754
1345.18879  7586.3672  1363.4002
1345.209624  2853.5571  1334.6555
1345.230457  5706.2314  1331.8129
1345.251291  6810.9114  1328.7037
1345.272124  5331.5127  1326.0015
1345.292958  5632.6567  1322.9842
1345.313791  7319.2564  1346.2974
1345.334625  4644.9778  1317.0522
1345.355459  6665.0108  1318.0169
1345.376292  5104.8404  1316.3428
1345.397126  7874.6226  1318.6076
1345.417959  5947.3723  1319.0388
1345.438793  5499.6887  1320.5755
1345.459626  8207.6023  1349.8508
1345.48046  6568.9419  1326.8403
1345.501293  7898.4043  1330.7472
1345.522127  8511.1877  1359.9724
1345.54296  8419.1503  1364.5349
1345.563794  6764.6982  1340.0689
1345.584627  2970.2789  1339.5328
1345.605461  5687.8672  1342.472
1345.626295  5628.952  1370.7202
1345.647128  7556.6906  1372.1336
1345.667962  5564.193  1343.1103
1345.688795  10801.3244  1371.9411
1345.709629  9014.2322  1370.9926
1345.730462  5629.5034  1341.6286
1345.751296  6736.7915  1367.2541
1345.772129  7979.6961  1368.9162
1345.792963  6892.4957  1339.2384
1345.813796  7668.0769  1341.4349
1345.83463  7237.3643  1385.8384
1345.855463  8671.2454  1341.3941
1345.876297  6096.6398  1337.7335
1345.89713  7282.3905  1336.9477
1345.917964  8194.6426  1337.2926
1345.938798  8661.7107  1335.7219
1345.959631  11206.1021  1360.3728
1345.980465  7565.1072  1358.5083
1346.001298  9935.9115  1357.9474
1346.022132  11278.6895  1357.595
1346.042965  8280.4266  1330.0912
1346.063799  8628.4869  1358.019
1346.084632  8200.8096  1334.3716
1346.105466  8491.7764  1334.4815
1346.147133  9009.7185  1364.9562
1346.167966  11152.35  1367.8421
1346.1888  6935.6394  1338.7124
1346.209633  8594.8959  1364.8032
1346.230467  6087.9385  1334.7928
1346.251301  9273.0582  1359.2492
1346.272134  10700.3692  1357.2061
1346.292968  13394.6451  1354.8359
1346.313801  11694.1845  1351.523
1346.334635  8636.8594  1320.4959
1346.355468  12849.3227  1324.7004
1346.376302  10780.3756  1318.6813
1346.397135  14867.4684  1345.692
1346.417969  13253.583  1320.691
1346.438802  13996.45  1347.9815
1346.459636  13233.4543  1322.6248
1346.480469  11851.1704  1323.8378
1346.501303  12783.4967  1328.6675
1346.522136  12286.2254  1332.4766
1346.54297  11419.2349  1333.6637
1346.563803  11913.2283  1362.9303
1346.584637  12821.8571  1366.4417
1346.605471  12217.1198  1368.6877
1346.626304  12192.9742  1369.9491
1346.647138  13835.9833  1370.6415
1346.667971  14219.0123  1371.1102
1346.688805  13331.8942  1368.7023
1346.709638  13130.0781  1368.1707
1346.730472  13925.571  1366.8972
1346.751305  14436.2248  1366.0396
1346.772139  14485.5656  1364.5296
1346.792972  12887.3605  1365.7593
1346.813806  17153.4879  1367.9199
1346.834639  13837.4572  1368.6966
1346.855473  13247.431  1367.4339
1346.876306  15106.168  1366.3187
1346.89714  14687.9322  1365.7422
1346.917973  17190.1244  1366.8808
1346.938807  13883.3982  1360.939
1346.95964  16165.343  1360.1522
1346.980474  12668.001  1331.7978
1347.001308  16430.5456  1358.5208
1347.022141  13513.222  1328.9506
1347.042975  17266.6078  1356.8181
1347.063808  17385.258  1354.9703
1347.084642  17104.9586  1355.4269
1347.105475  16943.7666  1355.6053
1347.126309  15810.2038  1356.1273
1347.147142  16715.1666  1359.0077
1347.167976  1849.4039  1475.8308
1347.188809  16785.4866  1359.6121
1347.209643  18107.1012  1354.4827
1347.230476  18336.2737  1352.5308
1347.25131  17734.4619  1348.3539
1347.272143  16013.4112  1345.3352
1347.292977  16849.8221  1315.5482
1347.31381  17038.1924  1340.4351
1347.334644  16654.4217  1313.5739
1347.355477  16393.8799  1373.4007
1347.376311  14773.0523  1346.4105
1347.397144  20444.0475  1335.4598
1347.417978  16597.8932  1333.6213
1347.438811  18733.2896  1338.6981
1347.459645  16893.9309  1314.0295
1347.480479  16355.3464  1313.5717
1347.501312  20858.0908  1348.1097
1347.522146  18884.0256  1337.4652
1347.542979  19584.4154  1352.1018
1347.563813  22329.8497  1343.5086
1347.584646  21255.586  1350.6579
1347.60548  18593.6994  1346.292
1347.626313  21558.6495  1347.7089
1347.647147  20078.9765  1347.4721
1347.66798  22268.0661  1350.6427
1347.688814  20032.4967  1347.3199
1347.709647  21117.1836  1346.4368
1347.730481  20771.7408  1380.6302
1347.751314  20044.7466  1356.7112
1347.772148  22164.126  1347.9564
1347.792981  18579.0248  1359.6851
1347.813815  18170.6448  1345.2757
1347.834648  21182.397  1351.5096
1347.855482  19283.2844  1348.8274
1347.876315  22343.5558  1350.525
1347.897149  21924.509  1352.0475
1347.917982  22021.7385  1354.7547
1347.938816  22102.841  1349.3801
1347.959649  21741.2407  1348.7292
1347.980483  19379.1345  1346.0893
1348.001316  21558.1003  1359.6138
1348.02215  23298.3909  1359.0105
1348.042983  18492.4562  1356.1595
1348.063817  23231.9572  1353.2213
1348.08465  24810.6815  1360.9251
1348.105484  24542.4519  1344.6286
1348.126317  23760.5009  1344.8929
1348.147151  21548.4778  1348.5081
1348.167984  23425.5305  1319.6188
1348.188818  18286.9541  1315.6117
1348.209651  21794.4238  1357.4348
1348.230485  21643.9107  1344.7863
1348.251319  25499.8379  1346.9553
1348.272152  23963.927  1421.9064
1348.292986  19886.9168  1423.5069
1348.313819  21849.0179  1334.667
1348.334653  23740.9672  1333.2767
1348.355486  25718.6084  1333.567
1348.37632  25030.5171  1329.9613
1348.397153  25831.9657  1328.8835
1348.417987  26186.0084  1331.0935
1348.43882  23806.2844  1381.7873
1348.459654  20700.1279  1363.7147
1348.480487  24588.461  1306.4303
1348.501321  23722.8575  1305.1959
1348.522154  22408.414  1371.3693
1348.542988  23946.853  1349.4583
1348.563821  27164.8874  1341.467
1348.584655  26520.3704  1351.8575
1348.605488  25966.7631  1341.2587
1348.626322  26774.2058  1345.7149
1348.647155  25187.4434  1355.6714
1348.667989  25056.8119  1365.2365
1348.688822  26697.5839  1376.8063
1348.709656  26391.7803  1354.2891
1348.730489  23849.9091  1346.7024
1348.751323  26069.6263  1399.1719
1348.772156  27501.1849  1565.3966
1348.79299  29890.4404  1388.3726
1348.813823  24918.5808  1357.1159
1348.834657  25163.4681  1360.8894
1348.85549  23990.5667  1355.4617
1348.876324  24381.5949  1341.878
1348.897157  25672.4706  1353.9259
1348.917991  28074.5438  1347.5204
1348.938824  28278.2297  1348.2052
1348.959658  26428.9618  1350.3832
1348.980491  25773.2582  1373.9204
1349.001325  27688.7438  1355.6728
1349.022158  29731.006  1352.4771
1349.042992  26482.7824  1342.1249
1349.063825  25505.8829  1372.8484
1349.084659  27313.972  1337.4138
1349.105492  27876.8874  1343.3939
1349.126326  29857.4004  1343.2786
1349.147159  29553.6946  1373.66
1349.167993  32910.4457  1532.6563
1349.188826  28525.2897  1344.0251
1349.20966  29233.6797  1333.5815
1349.230493  32466.7813  1345.963
1349.251327  27352.2611  1517.8108
1349.27216  26957.3856  1449.8845
1349.292994  30539.3907  1335.4375
1349.313827  29800.5069  1315.138
1349.334661  31412.7147  1315.903
1349.355494  28008.9807  1311.911
1349.376328  31723.5109  1311.1219
1349.397161  30499.5406  1308.0647
1349.417995  30847.2051  1305.4287
1349.438828  30344.7523  1304.6663
1349.459662  31746.7648  1303.7033
1349.480495  29789.463  1276.5043
1349.501329  29219.465  1299.1377
1349.522162  33810.1868  1301.0179
1349.542996  31580.0665  1274.492
1349.563829  30303.9134  1271.9472
1349.584663  30410.6377  1266.328
1349.605496  34587.4436  1294.3175
1349.62633  31286.7093  1267.2702
1349.647163  30810.2607  1265.4012
1349.667997  22307.1558  1360.3684
1349.68883  33399.5821  1263.0182
1349.709664  32558.3787  1259.0132
1349.730497  30535.1645  1256.5314
1349.751331  33068.2102  1256.7258
1349.772164  31237.5917  1254.8825
1349.792998  30644.0718  1253.5263
1349.813831  31956.1119  1253.2476
1349.834664  31414.5627  1251.9278
1349.855498  30853.4785  1252.0104
1349.876331  33169.2452  1252.8673
1349.897165  30949.7997  1251.6795
1349.917998  35115.2483  1252.5804
1349.938832  31422.8056  1250.6511
1349.959665  33789.9998  1251.2887
1349.980499  32386.6764  1250.45
1350.001332  33180.9397  1251.4177
1350.022166  33181.7808  1249.7778
1350.042999  32209.6137  1250.6014
1350.063833  35016.9865  1250.5659
1350.084666  35363.9497  1251.4584
1350.1055  33427.8594  1250.4944
1350.126333  33605.5494  1250.8202
1350.147167  35515.5963  1251.7436
1350.168  36006.8796  1252.385
1350.188834  36374.6464  1252.0362
1350.209667  36816.0991  1252.9759
1350.230501  36384.3173  1252.7329
1350.251334  35777.455  1253.2162
1350.272168  38059.1553  1253.3838
1350.293001  36916.973  1253.4863
1350.313835  36866.8467  1253.5622
1350.334668  37787.8477  1254.8787
1350.355502  37607.315  1252.9765
1350.376335  37453.3478  1252.6662
1350.397169  38315.0377  1253.1344
1350.418002  39352.7265  1253.6712
1350.438836  36966.8816  1252.5951
1350.459669  39675.2983  1255.3158
1350.480502  38531.419  1254.7372
1350.501336  38139.3919  1254.8797
1350.522169  38237.0216  1253.4972
1350.543003  39074.6214  1254.2114
1350.563836  37284.4337  1254.8243
1350.58467  39128.0549  1254.6137
1350.605503  38341.6652  1253.7436
1350.626337  38030.6327  1253.1125
1350.64717  38793.5005  1254.4834
1350.668004  39322.6546  1255.168
1350.688837  40882.9594  1255.4743
1350.709671  38332.5735  1253.8555
1350.730504  40575.8767  1256.5085
1350.751338  41559.936  1256.4773
1350.772171  42080.9605  1255.5526
1350.793005  39351.7622  1255.6314
1350.813838  37934.7646  1255.0702
1350.834672  39208.8182  1256.2979
1350.855505  38282.5034  1255.6892
1350.876338  43093.6658  1258.9807
1350.897172  42286.8776  1257.6401
1350.918005  39525.9188  1257.2968
1350.938839  41900.5215  1257.8911
1350.959672  42833.5838  1259.3296
1350.980506  43702.3394  1259.3354
1351.001339  40068.8606  1257.7261
1351.022173  41970.7638  1260.8723
1351.043006  41097.7019  1259.5003
1351.06384  39703.0386  1259.0574
1351.084673  43080.6466  1260.6583
1351.105507  43187.9411  1260.7461
1351.12634  41577.9782  1259.3175
1351.147174  42909.0943  1260.7554
1351.168007  43940.2826  1260.8933
1351.18884  42317.1152  1259.7856
1351.209674  48582.7197  1263.754
1351.230507  47803.22  1262.0001
1351.251341  44913.6998  1260.7321
1351.272174  42180.895  1259.609
1351.293008  42002.3926  1258.6193
1351.313841  43861.5656  1259.919
1351.334675  45313.0339  1259.7529
1351.355508  45653.0426  1261.8895
1351.376342  44819.9754  1260.9437
1351.397175  45912.3305  1259.8613
1351.418009  47363.2172  1262.1026
1351.438842  44240.8806  1261.5937
1351.459676  44748.2331  1260.5247
1351.480509  45305.4005  1260.1654
1351.501342  45869.8992  1261.4414
1351.522176  50721.3179  1264.9604
1351.543009  45484.9203  1261.4654
1351.563843  48377.2603  1263.457
1351.584676  44944.8837  1261.7193
1351.60551  43304.8358  1259.6679
1351.626343  47445.649  1262.5325
1351.647177  48666.7839  1266.1279
1351.66801  48040.7906  1262.0522
1351.688844  46288.831  1261.6446
1351.709677  48209.6134  1262.9685
1351.73051  48243.8643  1263.5805
1351.751344  46859.7382  1263.3783
1351.772177  47053.2833  1265.4256
1351.793011  49414.9522  1263.3049
1351.813844  45846.2187  1262.43
1351.834678  45970.8818  1262.2932
1351.855511  46759.3139  1263.1842
1351.876345  49481.7955  1263.6487
1351.897178  51030.6645  1266.0059
1351.918011  49961.6158  1264.6331
1351.938845  49627.6799  1264.731
1351.959678  49427.3685  1264.3875
1351.980512  46584.5422  1263.2123
1352.001345  48442.2414  1267.7584
1352.022179  47595.034  1262.5637
1352.043012  48857.4494  1263.9721
1352.063846  51204.9842  1264.9347
1352.084679  51732.9396  1265.9398
1352.105513  50536.584  1265.3727
1352.126346  48692.4029  1264.138
1352.147179  49591.565  1266.3925
1352.168013  43581.4926  1437.766
1352.188846  50317.7192  1266.6608
1352.20968  52687.1764  1266.0058
1352.230513  50832.5139  1265.3849
1352.251347  52392.0446  1266.2608
1352.27218  51375.0636  1266.049
1352.293013  53430.3683  1267.6416
1352.313847  53230.6072  1266.853
1352.33468  53707.3842  1267.1476
1352.355514  54624.6495  1269.0636
1352.376347  53114.1865  1269.4139
1352.397181  50785.4372  1267.2506
1352.418014  53235.2677  1269.2816
1352.438848  53819.4464  1268.0365
1352.459681  53802.7732  1268.3621
1352.480514  53694.2866  1270.3731
1352.501348  55516.1114  1270.9555
1352.522181  52785.3672  1269.4983
1352.543015  53911.7795  1270.2711
1352.563848  55967.3148  1271.5277
1352.584682  53022.9998  1270.3564
1352.605515  53170.779  1270.1283
1352.626348  53697.6004  1271.9714
1352.647182  54256.6337  1272.5483
1352.668015  55419.4005  1273.613
1352.688849  55348.8389  1273.5094
1352.709682  56153.1771  1274.3612
1352.730516  57849.4529  1274.5568
1352.751349  57633.2892  1275.369
1352.772182  54921.6339  1275.0602
1352.793016  57268.1209  1274.6903
1352.813849  58015.7565  1277.2096
1352.834683  58351.9394  1276.7937
1352.855516  58005.821  1277.5716
1352.87635  58258.1088  1276.9431
1352.897183  57118.6252  1277.3722
1352.918016  58647.0049  1279.6508
1352.93885  57669.1235  1279.96
1352.959683  57946.1159  1280.5244
1352.980517  59955.9066  1282.0115
1353.00135  60622.6018  1284.0828
1353.022184  58095.8183  1280.8974
1353.043017  60627.1582  1284.0408
1353.06385  58512.7671  1283.6237
1353.084684  61322.8029  1285.2825
1353.105517  63245.5738  1285.5091
1353.126351  62443.5971  1286.5076
1353.147184  64177.869  1287.65
