time,f50,m50,f25,m25,f10,m10,f5,m5,f1,m1,f0.5,m0.5,f0.1,m0.1 
7.853374,20.237651,17.1746,12.749564,17.6763,6.243153,18.4515,3.283122,19.1493,0.500048,21.1925,0.17682,22.3212,0.007892,25.697
7.874712,20.25232,17.1738,12.752782,17.676,6.239824,18.4521,3.278929,19.1507,0.498283,21.1963,0.175974,22.3264,0.007825,25.7062
7.89605,20.266891,17.173,12.755939,17.6757,6.236473,18.4527,3.274732,19.1521,0.496524,21.2001,0.175133,22.3316,0.007759,25.7155
7.917388,20.281363,17.1723,12.759034,17.6755,6.233099,18.4532,3.270531,19.1535,0.494772,21.204,0.174296,22.3368,0.007693,25.7248
7.938726,20.295738,17.1715,12.76207,17.6752,6.229702,18.4538,3.266325,19.1549,0.493026,21.2078,0.173464,22.342,0.007628,25.734
7.960063,20.310016,17.1707,12.765045,17.6749,6.226283,18.4544,3.262116,19.1563,0.491286,21.2117,0.172636,22.3472,0.007563,25.7433
7.981401,20.324197,17.17,12.76796,17.6747,6.222843,18.455,3.257902,19.1577,0.489552,21.2155,0.171812,22.3524,0.007499,25.7525
8.002739,20.338282,17.1692,12.770815,17.6745,6.21938,18.4556,3.253685,19.1591,0.487825,21.2193,0.170993,22.3576,0.007436,25.7617
8.024077,20.35227,17.1685,12.773612,17.6742,6.215896,18.4562,3.249463,19.1605,0.486104,21.2232,0.170177,22.3627,0.007373,25.7709
8.045415,20.366164,17.1677,12.77635,17.674,6.212391,18.4569,3.245238,19.1619,0.484389,21.227,0.169366,22.3679,0.00731,25.7801
8.066753,20.379962,17.167,12.779029,17.6738,6.208865,18.4575,3.24101,19.1633,0.48268,21.2309,0.16856,22.3731,0.007249,25.7893
8.088091,20.393665,17.1663,12.78165,17.6735,6.205317,18.4581,3.236778,19.1647,0.480978,21.2347,0.167757,22.3783,0.007188,25.7985
8.109429,20.407275,17.1655,12.784213,17.6733,6.201749,18.4587,3.232543,19.1661,0.479282,21.2385,0.166959,22.3835,0.007127,25.8077
8.130767,20.42079,17.1648,12.786718,17.6731,6.198161,18.4593,3.228304,19.1676,0.477591,21.2424,0.166165,22.3887,0.007067,25.8169
8.152105,20.434212,17.1641,12.789167,17.6729,6.194552,18.46,3.224062,19.169,0.475907,21.2462,0.165375,22.3938,0.007008,25.8261
8.173443,20.447541,17.1634,12.791558,17.6727,6.190923,18.4606,3.219818,19.1704,0.47423,21.25,0.164589,22.399,0.006949,25.8352
8.19478,20.460778,17.1627,12.793893,17.6725,6.187274,18.4613,3.21557,19.1719,0.472558,21.2539,0.163807,22.4042,0.00689,25.8444
8.216118,20.473922,17.162,12.796172,17.6723,6.183605,18.4619,3.211319,19.1733,0.470892,21.2577,0.163029,22.4093,0.006833,25.8535
8.237456,20.486975,17.1613,12.798395,17.6721,6.179917,18.4625,3.207066,19.1747,0.469232,21.2615,0.162256,22.4145,0.006775,25.8627
8.258794,20.499936,17.1606,12.800562,17.6719,6.176209,18.4632,3.20281,19.1762,0.467579,21.2654,0.161486,22.4197,0.006719,25.8718
8.280132,20.512806,17.1599,12.802674,17.6717,6.172482,18.4639,3.198551,19.1776,0.465931,21.2692,0.16072,22.4248,0.006663,25.8809
8.30147,20.525586,17.1593,12.804731,17.6716,6.168736,18.4645,3.19429,19.1791,0.464289,21.273,0.159959,22.43,0.006607,25.89
8.322808,20.538275,17.1586,12.806734,17.6714,6.164971,18.4652,3.190026,19.1805,0.462654,21.2769,0.159201,22.4351,0.006552,25.8991
8.344146,20.550875,17.1579,12.808682,17.6712,6.161188,18.4658,3.18576,19.182,0.461024,21.2807,0.158447,22.4403,0.006497,25.9082
8.365484,20.563385,17.1573,12.810576,17.6711,6.157386,18.4665,3.181492,19.1834,0.459401,21.2845,0.157697,22.4454,0.006443,25.9173
8.386822,20.575806,17.1566,12.812416,17.6709,6.153565,18.4672,3.177222,19.1849,0.457783,21.2884,0.156951,22.4506,0.006389,25.9264
8.40816,20.588139,17.156,12.814203,17.6708,6.149727,18.4679,3.172949,19.1863,0.456171,21.2922,0.156209,22.4557,0.006336,25.9354
8.429497,20.600383,17.1553,12.815937,17.6706,6.145871,18.4685,3.168675,19.1878,0.454565,21.296,0.155471,22.4609,0.006283,25.9445
8.450835,20.612539,17.1547,12.817618,17.6705,6.141997,18.4692,3.164399,19.1893,0.452965,21.2998,0.154737,22.466,0.006231,25.9536
8.472173,20.624608,17.154,12.819246,17.6703,6.138105,18.4699,3.160121,19.1907,0.451371,21.3037,0.154006,22.4712,0.00618,25.9626
8.493511,20.63659,17.1534,12.820823,17.6702,6.134196,18.4706,3.155841,19.1922,0.449783,21.3075,0.153279,22.4763,0.006128,25.9717
8.514849,20.648485,17.1528,12.822347,17.6701,6.130269,18.4713,3.15156,19.1937,0.4482,21.3113,0.152556,22.4814,0.006078,25.9807
8.536187,20.660294,17.1522,12.82382,17.67,6.126326,18.472,3.147277,19.1952,0.446623,21.3151,0.151837,22.4866,0.006027,25.9897
8.557525,20.672017,17.1515,12.825241,17.6698,6.122366,18.4727,3.142993,19.1966,0.445052,21.319,0.151122,22.4917,0.005977,25.9987
8.578863,20.683654,17.1509,12.826611,17.6697,6.118388,18.4734,3.138707,19.1981,0.443487,21.3228,0.15041,22.4968,0.005928,26.0077
8.600201,20.695206,17.1503,12.827931,17.6696,6.114395,18.4741,3.13442,19.1996,0.441928,21.3266,0.149702,22.5019,0.005879,26.0167
8.621539,20.706673,17.1497,12.8292,17.6695,6.110385,18.4748,3.130131,19.2011,0.440374,21.3304,0.148997,22.5071,0.005831,26.0257
8.642877,20.718056,17.1491,12.830419,17.6694,6.106358,18.4755,3.125842,19.2026,0.438826,21.3343,0.148296,22.5122,0.005783,26.0347
8.664214,20.729354,17.1485,12.831588,17.6693,6.102316,18.4763,3.121551,19.2041,0.437284,21.3381,0.147599,22.5173,0.005735,26.0437
8.685552,20.740569,17.1479,12.832707,17.6692,6.098257,18.477,3.11726,19.2056,0.435748,21.3419,0.146905,22.5224,0.005688,26.0527
8.70689,20.7517,17.1474,12.833777,17.6691,6.094183,18.4777,3.112967,19.2071,0.434217,21.3457,0.146215,22.5275,0.005641,26.0616
8.728228,20.762748,17.1468,12.834798,17.669,6.090093,18.4784,3.108674,19.2086,0.432692,21.3496,0.145529,22.5326,0.005595,26.0706
8.749566,20.773714,17.1462,12.83577,17.6689,6.085988,18.4792,3.10438,19.2101,0.431172,21.3534,0.144846,22.5377,0.005549,26.0795
8.770904,20.784597,17.1456,12.836694,17.6689,6.081868,18.4799,3.100085,19.2116,0.429658,21.3572,0.144167,22.5428,0.005503,26.0885
8.792242,20.795398,17.1451,12.837569,17.6688,6.077732,18.4806,3.09579,19.2131,0.42815,21.361,0.143491,22.5479,0.005458,26.0974
8.81358,20.806117,17.1445,12.838396,17.6687,6.073581,18.4814,3.091494,19.2146,0.426647,21.3648,0.142818,22.553,0.005413,26.1063
8.834918,20.816755,17.144,12.839176,17.6687,6.069416,18.4821,3.087197,19.2161,0.425149,21.3686,0.14215,22.5581,0.005369,26.1152
8.856256,20.827313,17.1434,12.839908,17.6686,6.065235,18.4829,3.082901,19.2176,0.423658,21.3725,0.141484,22.5632,0.005325,26.1241
8.877594,20.837789,17.1429,12.840593,17.6685,6.061041,18.4836,3.078603,19.2191,0.422172,21.3763,0.140822,22.5683,0.005282,26.133
8.898931,20.848185,17.1423,12.841232,17.6685,6.056831,18.4844,3.074306,19.2206,0.420691,21.3801,0.140164,22.5734,0.005239,26.1419
8.920269,20.858502,17.1418,12.841823,17.6684,6.052608,18.4851,3.070008,19.2222,0.419216,21.3839,0.139508,22.5785,0.005196,26.1508
8.941607,20.868739,17.1413,12.842368,17.6684,6.04837,18.4859,3.06571,19.2237,0.417746,21.3877,0.138857,22.5836,0.005154,26.1597
8.962945,20.878896,17.1407,12.842867,17.6683,6.044119,18.4867,3.061412,19.2252,0.416281,21.3915,0.138208,22.5887,0.005112,26.1686
8.984283,20.888975,17.1402,12.843321,17.6683,6.039853,18.4874,3.057114,19.2267,0.414823,21.3953,0.137563,22.5937,0.00507,26.1774
9.005621,20.898975,17.1397,12.843728,17.6683,6.035574,18.4882,3.052816,19.2282,0.413369,21.3992,0.136921,22.5988,0.005029,26.1863
9.026959,20.908897,17.1392,12.84409,17.6682,6.031282,18.489,3.048519,19.2298,0.411921,21.403,0.136283,22.6039,0.004988,26.1951
9.048297,20.918741,17.1387,12.844408,17.6682,6.026976,18.4898,3.044221,19.2313,0.410478,21.4068,0.135647,22.609,0.004948,26.204
9.069635,20.928508,17.1382,12.84468,17.6682,6.022657,18.4905,3.039924,19.2328,0.409041,21.4106,0.135015,22.614,0.004908,26.2128
9.090973,20.938197,17.1377,12.844908,17.6682,6.018324,18.4913,3.035627,19.2344,0.407609,21.4144,0.134387,22.6191,0.004868,26.2216
9.112311,20.947809,17.1372,12.845091,17.6682,6.013979,18.4921,3.03133,19.2359,0.406182,21.4182,0.133761,22.6242,0.004829,26.2304
9.133648,20.957345,17.1367,12.845231,17.6681,6.009621,18.4929,3.027034,19.2375,0.404761,21.422,0.133139,22.6292,0.00479,26.2393
9.154986,20.966804,17.1362,12.845326,17.6681,6.00525,18.4937,3.022738,19.239,0.403344,21.4258,0.13252,22.6343,0.004751,26.2481
9.176324,20.976188,17.1357,12.845378,17.6681,6.000867,18.4945,3.018442,19.2405,0.401933,21.4296,0.131904,22.6394,0.004713,26.2569
9.197662,20.985496,17.1352,12.845387,17.6681,5.996471,18.4953,3.014148,19.2421,0.400528,21.4334,0.131291,22.6444,0.004675,26.2657
9.219,20.994729,17.1347,12.845352,17.6681,5.992063,18.4961,3.009854,19.2436,0.399127,21.4372,0.130682,22.6495,0.004637,26.2744
9.240338,21.003886,17.1343,12.845275,17.6681,5.987643,18.4969,3.005561,19.2452,0.397732,21.441,0.130075,22.6545,0.0046,26.2832
9.261676,21.012969,17.1338,12.845155,17.6682,5.98321,18.4977,3.001268,19.2467,0.396342,21.4448,0.129472,22.6596,0.004563,26.292
9.283014,21.021978,17.1333,12.844993,17.6682,5.978766,18.4985,2.996976,19.2483,0.394957,21.4486,0.128872,22.6646,0.004526,26.3007
9.304352,21.030913,17.1329,12.844788,17.6682,5.97431,18.4993,2.992686,19.2498,0.393577,21.4524,0.128275,22.6696,0.00449,26.3095
9.32569,21.039774,17.1324,12.844542,17.6682,5.969842,18.5001,2.988396,19.2514,0.392203,21.4562,0.127681,22.6747,0.004454,26.3182
9.347028,21.048561,17.1319,12.844254,17.6682,5.965363,18.5009,2.984107,19.253,0.390833,21.46,0.12709,22.6797,0.004418,26.327
9.368365,21.057276,17.1315,12.843925,17.6683,5.960873,18.5017,2.979819,19.2545,0.389469,21.4638,0.126501,22.6848,0.004382,26.3357
9.389703,21.065917,17.131,12.843554,17.6683,5.956371,18.5025,2.975532,19.2561,0.38811,21.4676,0.125916,22.6898,0.004347,26.3444
9.411041,21.074487,17.1306,12.843142,17.6683,5.951858,18.5034,2.971247,19.2577,0.386756,21.4714,0.125334,22.6948,0.004313,26.3532
9.432379,21.082984,17.1302,12.84269,17.6684,5.947334,18.5042,2.966963,19.2592,0.385406,21.4752,0.124755,22.6999,0.004278,26.3619
9.453717,21.091409,17.1297,12.842197,17.6684,5.942799,18.505,2.962679,19.2608,0.384062,21.479,0.124179,22.7049,0.004244,26.3706
9.475055,21.099762,17.1293,12.841664,17.6684,5.938253,18.5059,2.958398,19.2624,0.382723,21.4828,0.123606,22.7099,0.00421,26.3793
9.496393,21.108045,17.1289,12.841091,17.6685,5.933696,18.5067,2.954117,19.2639,0.381389,21.4866,0.123036,22.7149,0.004177,26.388
9.517731,21.116256,17.1285,12.840478,17.6685,5.929129,18.5075,2.949838,19.2655,0.38006,21.4904,0.122468,22.7199,0.004143,26.3966
9.539069,21.124397,17.128,12.839826,17.6686,5.924552,18.5084,2.945561,19.2671,0.378736,21.4942,0.121904,22.725,0.00411,26.4053
9.560407,21.132467,17.1276,12.839134,17.6687,5.919964,18.5092,2.941285,19.2687,0.377416,21.4979,0.121342,22.73,0.004078,26.414
9.581745,21.140467,17.1272,12.838403,17.6687,5.915366,18.51,2.93701,19.2702,0.376102,21.5017,0.120784,22.735,0.004045,26.4226
9.603082,21.148398,17.1268,12.837633,17.6688,5.910758,18.5109,2.932738,19.2718,0.374792,21.5055,0.120228,22.74,0.004013,26.4313
9.62442,21.156259,17.1264,12.836824,17.6689,5.90614,18.5117,2.928466,19.2734,0.373488,21.5093,0.119675,22.745,0.003981,26.4399
9.645758,21.164051,17.126,12.835977,17.6689,5.901513,18.5126,2.924197,19.275,0.372188,21.5131,0.119125,22.75,0.00395,26.4486
9.667096,21.171773,17.1256,12.835091,17.669,5.896875,18.5134,2.919929,19.2766,0.370893,21.5169,0.118577,22.755,0.003918,26.4572
9.688434,21.179428,17.1252,12.834167,17.6691,5.892228,18.5143,2.915663,19.2782,0.369603,21.5207,0.118033,22.76,0.003887,26.4658
9.709772,21.187014,17.1248,12.833206,17.6692,5.887571,18.5152,2.911399,19.2797,0.368318,21.5244,0.117491,22.765,0.003857,26.4745
9.73111,21.194531,17.1244,12.832207,17.6692,5.882905,18.516,2.907137,19.2813,0.367038,21.5282,0.116952,22.77,0.003826,26.4831
9.752448,21.201981,17.1241,12.83117,17.6693,5.87823,18.5169,2.902877,19.2829,0.365762,21.532,0.116415,22.775,0.003796,26.4917
9.773786,21.209364,17.1237,12.830097,17.6694,5.873545,18.5177,2.898619,19.2845,0.364491,21.5358,0.115882,22.78,0.003766,26.5003
9.795124,21.216679,17.1233,12.828986,17.6695,5.868851,18.5186,2.894362,19.2861,0.363225,21.5396,0.115351,22.7849,0.003736,26.5089
9.816462,21.223928,17.1229,12.827838,17.6696,5.864149,18.5195,2.890108,19.2877,0.361964,21.5433,0.114823,22.7899,0.003707,26.5175
9.8378,21.23111,17.1226,12.826654,17.6697,5.859437,18.5204,2.885856,19.2893,0.360707,21.5471,0.114297,22.7949,0.003678,26.526
9.859137,21.238225,17.1222,12.825434,17.6698,5.854717,18.5212,2.881606,19.2909,0.359455,21.5509,0.113774,22.7999,0.003649,26.5346
9.880475,21.245275,17.1218,12.824177,17.6699,5.849988,18.5221,2.877358,19.2925,0.358208,21.5547,0.113254,22.8049,0.00362,26.5432
9.901813,21.252258,17.1215,12.822884,17.67,5.845251,18.523,2.873113,19.2941,0.356965,21.5584,0.112736,22.8098,0.003592,26.5517
9.923151,21.259176,17.1211,12.821556,17.6701,5.840505,18.5239,2.868869,19.2957,0.355727,21.5622,0.112221,22.8148,0.003564,26.5603
9.944489,21.266029,17.1208,12.820192,17.6703,5.83575,18.5248,2.864628,19.2973,0.354494,21.566,0.111709,22.8198,0.003536,26.5688
9.965827,21.272817,17.1204,12.818792,17.6704,5.830988,18.5256,2.86039,19.2989,0.353265,21.5697,0.111199,22.8247,0.003508,26.5774
9.987165,21.27954,17.1201,12.817358,17.6705,5.826217,18.5265,2.856153,19.3005,0.352041,21.5735,0.110692,22.8297,0.00348,26.5859
10.008503,21.286198,17.1198,12.815888,17.6706,5.821439,18.5274,2.851919,19.3022,0.350821,21.5773,0.110187,22.8347,0.003453,26.5944
10.029841,21.292793,17.1194,12.814384,17.6708,5.816652,18.5283,2.847688,19.3038,0.349606,21.5811,0.109685,22.8396,0.003426,26.603
10.051179,21.299323,17.1191,12.812845,17.6709,5.811857,18.5292,2.843459,19.3054,0.348396,21.5848,0.109186,22.8446,0.003399,26.6115
10.072517,21.30579,17.1188,12.811272,17.671,5.807055,18.5301,2.839233,19.307,0.34719,21.5886,0.108689,22.8495,0.003373,26.62
10.093854,21.312193,17.1184,12.809664,17.6712,5.802245,18.531,2.835009,19.3086,0.345988,21.5923,0.108194,22.8545,0.003347,26.6285
10.115192,21.318534,17.1181,12.808023,17.6713,5.797428,18.5319,2.830788,19.3102,0.344791,21.5961,0.107702,22.8594,0.003321,26.637
10.13653,21.324811,17.1178,12.806347,17.6714,5.792603,18.5328,2.826569,19.3119,0.343599,21.5999,0.107212,22.8644,0.003295,26.6455
10.157868,21.331026,17.1175,12.804638,17.6716,5.787771,18.5337,2.822353,19.3135,0.342411,21.6036,0.106725,22.8693,0.003269,26.6539
10.179206,21.337178,17.1172,12.802896,17.6717,5.782931,18.5346,2.81814,19.3151,0.341227,21.6074,0.106241,22.8743,0.003244,26.6624
10.200544,21.343269,17.1168,12.80112,17.6719,5.778085,18.5355,2.81393,19.3167,0.340048,21.6111,0.105759,22.8792,0.003218,26.6709
10.221882,21.349297,17.1165,12.799312,17.672,5.773231,18.5365,2.809722,19.3183,0.338873,21.6149,0.105279,22.8841,0.003193,26.6793
10.24322,21.355264,17.1162,12.79747,17.6722,5.76837,18.5374,2.805518,19.32,0.337703,21.6187,0.104801,22.8891,0.003169,26.6878
10.264558,21.361169,17.1159,12.795596,17.6723,5.763502,18.5383,2.801316,19.3216,0.336537,21.6224,0.104326,22.894,0.003144,26.6962
10.285896,21.367014,17.1156,12.793689,17.6725,5.758628,18.5392,2.797117,19.3232,0.335375,21.6262,0.103854,22.8989,0.00312,26.7047
10.307234,21.372798,17.1153,12.79175,17.6727,5.753747,18.5401,2.79292,19.3249,0.334218,21.6299,0.103384,22.9039,0.003096,26.7131
10.328571,21.378521,17.1151,12.789779,17.6728,5.748859,18.541,2.788727,19.3265,0.333065,21.6337,0.102916,22.9088,0.003072,26.7215
10.349909,21.384184,17.1148,12.787776,17.673,5.743965,18.542,2.784537,19.3281,0.331916,21.6374,0.10245,22.9137,0.003048,26.73
10.371247,21.389786,17.1145,12.785741,17.6732,5.739064,18.5429,2.78035,19.3298,0.330772,21.6412,0.101987,22.9186,0.003024,26.7384
10.392585,21.395329,17.1142,12.783675,17.6734,5.734157,18.5438,2.776166,19.3314,0.329632,21.6449,0.101526,22.9236,0.003001,26.7468
10.413923,21.400813,17.1139,12.781577,17.6735,5.729243,18.5448,2.771985,19.333,0.328496,21.6487,0.101068,22.9285,0.002978,26.7552
10.435261,21.406236,17.1136,12.779448,17.6737,5.724324,18.5457,2.767807,19.3347,0.327364,21.6524,0.100612,22.9334,0.002955,26.7636
10.456599,21.411601,17.1134,12.777288,17.6739,5.719398,18.5466,2.763632,19.3363,0.326237,21.6562,0.100158,22.9383,0.002932,26.772
10.477937,21.416907,17.1131,12.775097,17.6741,5.714466,18.5476,2.75946,19.3379,0.325114,21.6599,0.099706,22.9432,0.00291,26.7804
10.499275,21.422155,17.1128,12.772875,17.6743,5.709529,18.5485,2.755292,19.3396,0.323995,21.6637,0.099257,22.9481,0.002887,26.7887
10.520613,21.427344,17.1126,12.770623,17.6745,5.704585,18.5494,2.751127,19.3412,0.32288,21.6674,0.09881,22.953,0.002865,26.7971
10.541951,21.432475,17.1123,12.76834,17.6747,5.699636,18.5504,2.746965,19.3429,0.32177,21.6711,0.098365,22.9579,0.002843,26.8055
10.563288,21.437548,17.1121,12.766028,17.6749,5.694681,18.5513,2.742806,19.3445,0.320663,21.6749,0.097922,22.9628,0.002821,26.8138
10.584626,21.442563,17.1118,12.763685,17.6751,5.689721,18.5523,2.738651,19.3462,0.319561,21.6786,0.097481,22.9677,0.0028,26.8222
10.605964,21.447521,17.1116,12.761312,17.6753,5.684755,18.5532,2.734499,19.3478,0.318463,21.6824,0.097043,22.9726,0.002778,26.8305
10.627302,21.452422,17.1113,12.75891,17.6755,5.679783,18.5542,2.73035,19.3495,0.317369,21.6861,0.096607,22.9775,0.002757,26.8389
10.64864,21.457266,17.1111,12.756478,17.6757,5.674806,18.5551,2.726205,19.3511,0.316279,21.6898,0.096173,22.9824,0.002736,26.8472
10.669978,21.462053,17.1108,12.754017,17.6759,5.669824,18.5561,2.722063,19.3528,0.315193,21.6936,0.095741,22.9873,0.002715,26.8555
10.691316,21.466784,17.1106,12.751527,17.6761,5.664837,18.557,2.717925,19.3544,0.314111,21.6973,0.095312,22.9921,0.002694,26.8638
10.712654,21.471458,17.1103,12.749007,17.6763,5.659844,18.558,2.71379,19.3561,0.313033,21.701,0.094884,22.997,0.002674,26.8722
10.733992,21.476077,17.1101,12.746459,17.6765,5.654847,18.5589,2.709658,19.3577,0.311959,21.7048,0.094459,23.0019,0.002653,26.8805
10.75533,21.480639,17.1099,12.743883,17.6767,5.649845,18.5599,2.70553,19.3594,0.310889,21.7085,0.094036,23.0068,0.002633,26.8888
10.776668,21.485146,17.1097,12.741277,17.677,5.644837,18.5609,2.701406,19.361,0.309824,21.7122,0.093615,23.0116,0.002613,26.8971
10.798005,21.489598,17.1094,12.738644,17.6772,5.639825,18.5618,2.697285,19.3627,0.308762,21.7159,0.093196,23.0165,0.002593,26.9054
10.819343,21.493995,17.1092,12.735982,17.6774,5.634808,18.5628,2.693168,19.3643,0.307704,21.7197,0.092779,23.0214,0.002574,26.9136
10.840681,21.498337,17.109,12.733292,17.6776,5.629787,18.5638,2.689055,19.366,0.30665,21.7234,0.092364,23.0262,0.002554,26.9219
10.862019,21.502624,17.1088,12.730574,17.6779,5.624761,18.5647,2.684945,19.3677,0.3056,21.7271,0.091951,23.0311,0.002535,26.9302
10.883357,21.506856,17.1086,12.727829,17.6781,5.61973,18.5657,2.680838,19.3693,0.304554,21.7308,0.09154,23.036,0.002515,26.9385
10.904695,21.511035,17.1083,12.725056,17.6784,5.614695,18.5667,2.676736,19.371,0.303512,21.7346,0.091132,23.0408,0.002496,26.9467
10.926033,21.515159,17.1081,12.722255,17.6786,5.609655,18.5677,2.672637,19.3727,0.302474,21.7383,0.090725,23.0457,0.002477,26.955
10.947371,21.51923,17.1079,12.719428,17.6788,5.604612,18.5686,2.668542,19.3743,0.301439,21.742,0.09032,23.0505,0.002459,26.9632
10.968709,21.523247,17.1077,12.716573,17.6791,5.599564,18.5696,2.664451,19.376,0.300409,21.7457,0.089918,23.0554,0.00244,26.9715
10.990047,21.527211,17.1075,12.713691,17.6793,5.594512,18.5706,2.660363,19.3776,0.299382,21.7494,0.089517,23.0602,0.002422,26.9797
11.011385,21.531122,17.1073,12.710783,17.6796,5.589455,18.5716,2.65628,19.3793,0.298359,21.7532,0.089118,23.0651,0.002403,26.9879
11.032722,21.53498,17.1071,12.707848,17.6798,5.584395,18.5726,2.6522,19.381,0.29734,21.7569,0.088721,23.0699,0.002385,26.9962
11.05406,21.538785,17.1069,12.704886,17.6801,5.579331,18.5735,2.648124,19.3827,0.296325,21.7606,0.088327,23.0748,0.002367,27.0044
11.075398,21.542538,17.1068,12.701899,17.6803,5.574263,18.5745,2.644051,19.3843,0.295313,21.7643,0.087934,23.0796,0.002349,27.0126
11.096736,21.546238,17.1066,12.698885,17.6806,5.569191,18.5755,2.639983,19.386,0.294306,21.768,0.087543,23.0844,0.002332,27.0208
11.118074,21.549886,17.1064,12.695845,17.6808,5.564116,18.5765,2.635919,19.3877,0.293302,21.7717,0.087154,23.0893,0.002314,27.029
11.139412,21.553483,17.1062,12.692779,17.6811,5.559036,18.5775,2.631858,19.3893,0.292302,21.7754,0.086767,23.0941,0.002297,27.0372
11.16075,21.557028,17.106,12.689687,17.6814,5.553953,18.5785,2.627802,19.391,0.291305,21.7791,0.086382,23.0989,0.00228,27.0454
11.182088,21.560522,17.1059,12.68657,17.6816,5.548867,18.5795,2.62375,19.3927,0.290313,21.7828,0.085999,23.1038,0.002262,27.0536
11.203426,21.563964,17.1057,12.683428,17.6819,5.543777,18.5805,2.619701,19.3944,0.289324,21.7865,0.085617,23.1086,0.002245,27.0617
11.224764,21.567355,17.1055,12.68026,17.6822,5.538684,18.5815,2.615657,19.396,0.288338,21.7902,0.085238,23.1134,0.002229,27.0699
11.246102,21.570696,17.1053,12.677067,17.6825,5.533587,18.5825,2.611616,19.3977,0.287356,21.7939,0.08486,23.1182,0.002212,27.0781
11.267439,21.573986,17.1052,12.673849,17.6827,5.528487,18.5835,2.60758,19.3994,0.286378,21.7976,0.084485,23.1231,0.002195,27.0862
11.288777,21.577226,17.105,12.670606,17.683,5.523384,18.5845,2.603547,19.4011,0.285404,21.8013,0.084111,23.1279,0.002179,27.0944
11.310115,21.580415,17.1049,12.667339,17.6833,5.518278,18.5855,2.599519,19.4028,0.284433,21.805,0.083739,23.1327,0.002163,27.1025
11.331453,21.583555,17.1047,12.664047,17.6836,5.513169,18.5865,2.595495,19.4044,0.283466,21.8087,0.083369,23.1375,0.002147,27.1107
11.352791,21.586644,17.1045,12.66073,17.6839,5.508057,18.5875,2.591475,19.4061,0.282503,21.8124,0.083,23.1423,0.00213,27.1188
11.374129,21.589685,17.1044,12.657389,17.6841,5.502941,18.5885,2.587459,19.4078,0.281543,21.8161,0.082634,23.1471,0.002115,27.1269
11.395467,21.592675,17.1042,12.654025,17.6844,5.497823,18.5895,2.583447,19.4095,0.280586,21.8198,0.082269,23.1519,0.002099,27.1351
11.416805,21.595617,17.1041,12.650636,17.6847,5.492702,18.5905,2.57944,19.4112,0.279634,21.8235,0.081906,23.1567,0.002083,27.1432
11.438143,21.59851,17.1039,12.647223,17.685,5.487578,18.5915,2.575436,19.4129,0.278684,21.8272,0.081545,23.1615,0.002068,27.1513
11.459481,21.601354,17.1038,12.643787,17.6853,5.482452,18.5926,2.571437,19.4146,0.277739,21.8309,0.081185,23.1663,0.002052,27.1594
11.480819,21.604149,17.1037,12.640327,17.6856,5.477323,18.5936,2.567442,19.4162,0.276796,21.8346,0.080827,23.1711,0.002037,27.1675
11.502156,21.606896,17.1035,12.636843,17.6859,5.472191,18.5946,2.563452,19.4179,0.275858,21.8383,0.080472,23.1759,0.002022,27.1756
11.523494,21.609595,17.1034,12.633337,17.6862,5.467057,18.5956,2.559465,19.4196,0.274922,21.842,0.080117,23.1807,0.002007,27.1837
11.544832,21.612246,17.1033,12.629807,17.6865,5.46192,18.5966,2.555483,19.4213,0.273991,21.8457,0.079765,23.1855,0.001992,27.1918
11.56617,21.614849,17.1031,12.626254,17.6868,5.456781,18.5977,2.551505,19.423,0.273062,21.8493,0.079414,23.1903,0.001977,27.1998
11.587508,21.617405,17.103,12.622678,17.6871,5.451639,18.5987,2.547532,19.4247,0.272138,21.853,0.079065,23.195,0.001963,27.2079
11.608846,21.619913,17.1029,12.619079,17.6874,5.446495,18.5997,2.543562,19.4264,0.271216,21.8567,0.078718,23.1998,0.001948,27.216
11.630184,21.622374,17.1027,12.615458,17.6877,5.441349,18.6007,2.539598,19.4281,0.270298,21.8604,0.078372,23.2046,0.001934,27.224
11.651522,21.624788,17.1026,12.611814,17.6881,5.436201,18.6018,2.535637,19.4298,0.269384,21.8641,0.078028,23.2094,0.001919,27.2321
11.67286,21.627155,17.1025,12.608148,17.6884,5.43105,18.6028,2.531681,19.4315,0.268472,21.8678,0.077686,23.2141,0.001905,27.2401
11.694198,21.629476,17.1024,12.60446,17.6887,5.425898,18.6038,2.527729,19.4332,0.267565,21.8714,0.077345,23.2189,0.001891,27.2482
11.715536,21.63175,17.1023,12.600749,17.689,5.420743,18.6049,2.523782,19.4349,0.26666,21.8751,0.077006,23.2237,0.001877,27.2562
11.736874,21.633978,17.1022,12.597017,17.6893,5.415587,18.6059,2.519838,19.4366,0.265759,21.8788,0.076669,23.2284,0.001863,27.2643
11.758211,21.63616,17.102,12.593262,17.6897,5.410428,18.6069,2.5159,19.4383,0.264861,21.8825,0.076334,23.2332,0.00185,27.2723
11.779549,21.638295,17.1019,12.589486,17.69,5.405268,18.608,2.511966,19.44,0.263967,21.8861,0.076,23.238,0.001836,27.2803
11.800887,21.640386,17.1018,12.585689,17.6903,5.400106,18.609,2.508036,19.4417,0.263076,21.8898,0.075667,23.2427,0.001822,27.2883
11.822225,21.64243,17.1017,12.58187,17.6906,5.394942,18.61,2.504111,19.4434,0.262188,21.8935,0.075336,23.2475,0.001809,27.2963
