BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,mjd_0,modelFlux,modelResidual
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009277825139021829,-0.6074503536682808,0.15574381469056156,-0.0558145224520425,0.12681050662894883,0.0,-0.1008569674549783,0.0450424450029358
1870.46491,58869.9649100001,-6841.1413,1375.3282,0.009277825139021829,-0.7783536609663088,0.15647853078260546,-0.19496826686292237,0.12740873083480664,0.020830000285059214,-0.1008569674549783,-0.09411129940794408
1870.48574,58869.985739999924,-2219.7583,1400.761,0.009272210182239149,-0.2525539122054605,0.15937215804749238,0.23326757043909335,0.12976479447807043,0.0416600001117331,-0.1008569674549783,0.33412453789407165
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009272210182239149,-1.2337454310063016,0.1559474157879836,-0.5656430883654061,0.12697628373133713,0.0625,-0.1008569674549783,-0.4647861209104278
1870.52741,58870.0274100001,-9069.4821,1365.9754,0.009272210182239149,-1.031884050633979,0.15541441212154436,-0.40128250708201685,0.12654229882406784,0.08333000028505921,-0.1008569674549783,-0.30042553962703855
1870.54824,58870.048239999924,-2547.5301,1417.2715,0.009272210182239149,-0.289846283361647,0.1612506469656184,0.20290318974695012,0.13129430710672743,0.1041600001117331,-0.1008569674549783,0.3037601572019284
1870.56907,58870.069070000194,-4363.331,1419.5668,0.009272210182239149,-0.4964397764825855,0.16151179566576526,0.03468960398778395,0.13150694090561643,0.1249900003822404,-0.1008569674549783,0.13554657144276225
1870.58991,58870.0899100001,-9081.7466,1408.5105,0.009190046892074541,-1.0332794491583335,0.1602538605926011,-0.40071335534681307,0.1304826987278374,0.1458300002850592,-0.1008569674549783,-0.2998563878918348
1870.61074,58870.110739999924,-3893.5629,1404.6370000000002,0.0035138042550633608,-0.442991717978051,0.15981315153931008,0.19772553615727662,0.13012386240143284,0.1666600001117331,-0.1008569674549783,0.2985825036122549
1870.63157,58870.131570000194,-12320.2937,1457.983,0.009190046892074541,-1.4017464754857718,0.1658826145977487,-0.7007284177586388,0.13506577092560443,0.1874900003822404,-0.1008569674549783,-0.5998714503036605
1870.6524,58870.15240000003,-5271.0884,1395.0928,0.0035138042550633608,-0.5997202474705562,0.15872725626464376,0.07011325012432644,0.12923969932760537,0.20832000021619024,-0.1008569674549783,0.17097021757930475
1870.67323,58870.17322999983,-7548.1391,1419.9585,0.009190046892074541,-0.8587926260151851,0.16155636149413083,-0.25864182276736,0.13154322751696343,0.22915000002103625,-0.1008569674549783,-0.15778485531238168
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.009190046892074541,-1.4452318697964008,0.16215150928988661,-0.7361353126934188,0.13202781172757136,0.24998000031337142,-0.1008569674549783,-0.6352783452384405
1870.7149,58870.21490000003,-4888.1923,1263.6023,0.0035138042550633608,-0.5561560864431087,0.14376687062587754,0.10558427888865862,0.1170585794161296,0.27082000021619024,-0.1008569674549783,0.20644124634363692
1870.73573,58870.23572999983,-4206.0807,1389.5768,0.009190046892074541,-0.4785485590196382,0.15809967109930154,0.05096240051534781,0.1287287037999308,0.29165000002103625,-0.1008569674549783,0.1518193679703261
1870.75656,58870.256560000125,-243.9908,1384.0568,0.0035138042550633608,-0.0277601534735291,0.15747163083231655,0.5358174543998604,0.12821733771712368,0.3124800003133714,-0.1008569674549783,0.6366744218548387
1870.77739,58870.277389999945,-10747.8938,1374.2620000000002,0.009190046892074541,-1.2228460311011395,0.1563572234397324,-0.5550632044489887,0.12730995936424702,0.33331000013276935,-0.1008569674549783,-0.4542062369940104
1870.79823,58870.29822999983,-5547.7816,1383.3434,0.009190046892074541,-0.631201129934493,0.15739046345433336,-0.07333113816794093,0.12815124920924784,0.35415000002103625,-0.1008569674549783,0.027525829287037368
1870.81906,58870.319060000125,-6848.5839,1340.8576,0.004576611625369389,-0.7792004458378778,0.15255662411102344,-0.09808285202442255,0.12421541639748594,0.3749800003133714,-0.1008569674549783,0.0027741154305557514
1870.83989,58870.339889999945,-12492.4018,1368.3370000000002,0.004576611625369389,-1.4213281452456044,0.1556831041314197,-0.6209192744156478,0.1267610745742775,0.39581000013276935,-0.1008569674549783,-0.5200623069606695
1870.86072,58870.36072000022,-5520.7373,1252.6306,0.004856871529638358,-0.628124153595286,0.1425185609524574,0.019110375210063167,0.11604217447940234,0.4166400004105526,-0.1008569674549783,0.11996734266504147
1870.88155,58870.38155000005,-1543.694,1268.2982,0.004576611625369389,-0.17563441882302955,0.14430114857691648,0.39335569288244715,0.11749360187776982,0.4374700002372265,-0.1008569674549783,0.49421266033742545
1870.90239,58870.402389999945,650.0186,1268.5432,0.004576611625369389,0.07395613316833473,0.1443290235525345,0.5965785586553761,0.11751629837963354,0.45831000013276935,-0.1008569674549783,0.6974355261103544
1870.92322,58870.42322000022,-6245.7588,1283.5042,0.0044573195801685846,-0.710613772513738,0.14603121747180303,-0.03976193143516751,0.11890226721385037,0.4791400004105526,-0.1008569674549783,0.06109503601981079
1870.94405,58870.44405000005,-7726.8164,1204.567,0.0044573195801685846,-0.8791217092028948,0.13705010512342486,-0.17696530522568862,0.11158962106316918,0.4999700002372265,-0.1008569674549783,-0.07610833777071033
1870.96488,58870.464879999876,-7424.3992,1223.1407,0.0044573195801685846,-0.8447140680744796,0.1391633354688776,-0.1489497438239696,0.11331026602915358,0.5208000000639004,-0.1008569674549783,-0.048092776368991313
1870.98571,58870.485710000146,-8717.5175,1146.6403,0.004576611625369389,-0.9918391337221558,0.13045947104125835,-0.27121858645532143,0.10622336206517248,0.5416300003344077,-0.1008569674549783,-0.17036161900034313
1871.00655,58870.50655000005,-8900.9508,1186.4059,0.004856871529638358,-1.0127093327630865,0.13498381851242103,-0.2940284901063608,0.10990719885909887,0.5624700002372265,-0.1008569674549783,-0.1931715226513825
1871.02738,58870.527379999876,-7685.3109,1173.8512,0.004856871529638358,-0.8743994038946802,0.13355540236388547,-0.1814130890616129,0.10874414672869702,0.5833000000639004,-0.1008569674549783,-0.08055612160663461
1871.04821,58870.548210000146,-8359.4403,1190.6748,0.004856871529638358,-0.9510987532349752,0.13546951436309718,-0.2438636163411594,0.11030266456034804,0.6041300003344077,-0.1008569674549783,-0.14300664888618111
1871.06904,58870.56903999997,-9556.2608,1175.1823,0.004576611625369389,-1.0872674971395235,0.1337068488130492,-0.3489187451150491,0.10886745821290437,0.6249600001610816,-0.1008569674549783,-0.24806177766007081
1871.08987,58870.589869999785,-6012.1353,1160.9123,0.004576611625369389,-0.6840331628554107,0.13208327370256448,-0.020595271580314104,0.10754550277782154,0.6457899999732035,-0.1008569674549783,0.0802616958746642
1871.11071,58870.610710000146,-7356.3599,1108.758,0.004576611625369389,-0.836972868774213,0.12614939680103998,-0.145122602760556,0.10271399189149073,0.6666300003344077,-0.1008569674549783,-0.0442656353055777
1871.13154,58870.63153999997,-9884.8276,1101.4972,0.0044573195801685846,-1.1246503197472053,0.12532329629913336,-0.3768808367470364,0.10204136021503317,0.6874600001610816,-0.1008569674549783,-0.2760238692920581
