BTJD,mjd,cts,e_cts,bkg_model,raw_flux,e_raw_flux,flux,e_flux,scale,shift,bkg_frac,mjd_0,modelFlux,modelResidual
1870.44408,58869.94407999981,-5339.0302,1368.8706,0.009095099090806124,-0.6074503536682808,0.15574381469056156,-0.04013969211859646,0.1284193707818115,0.8245551904386097,0.036918064682322976,1.309122729429999,0.0,-0.03596020556107724,-0.0041794865575192144
1870.46491,58869.9649100001,-6841.1413,1375.3282,0.009095099090806124,-0.7783536609663088,0.15647853078260546,-0.18105890121431012,0.1290251847490051,0.8245551904386097,0.036918064682322976,1.309122729429999,0.020830000285059214,-0.03596020556107724,-0.14509869565323288
1870.48574,58869.985739999924,-2219.7583,1400.761,0.009095099090806124,-0.2525539122054605,0.15937215804749238,0.2524920107577643,0.13141114012946228,0.8245551904386097,0.036918064682322976,1.309122729429999,0.0416600001117331,-0.03596020556107724,0.28845221631884155
1870.50658,58870.00657999981,-10843.6913,1370.6601,0.009095099090806124,-1.2337454310063016,0.1559474157879836,-0.5565545488838118,0.1285872511234699,0.8245551904386097,0.036918064682322976,1.309122729429999,0.0625,-0.03596020556107724,-0.5205943433227346
1870.52741,58870.0274100001,-9069.4821,1365.9754,0.009095099090806124,-1.031884050633979,0.15541441212154436,-0.39010869994871084,0.12814776018378457,0.8245551904386097,0.036918064682322976,1.309122729429999,0.08333000028505921,-0.03596020556107724,-0.3541484943876336
1870.54824,58870.048239999924,-2547.5301,1417.2715,0.009095099090806124,-0.289846283361647,0.1612506469656184,0.22174239255716752,0.13296005791708448,0.8245551904386097,0.036918064682322976,1.309122729429999,0.1041600001117331,-0.03596020556107724,0.25770259811824475
1870.56907,58870.069070000194,-4363.331,1419.5668,0.009095099090806124,-0.4964397764825855,0.16151179566576526,0.05139465549345455,0.13317538943326687,0.8245551904386097,0.036918064682322976,1.309122729429999,0.1249900003822404,-0.03596020556107724,0.0873548610545318
1870.58991,58870.0899100001,-9081.7466,1408.5105,0.009095099090806124,-1.0332794491583335,0.1602538605926011,-0.3912592830446977,0.1321381525394546,0.8245551904386097,0.036918064682322976,1.309122729429999,0.1458300002850592,-0.03596020556107724,-0.35529907748362044
1870.61074,58870.110739999924,-3893.5629,1404.6370000000002,0.009095099090806124,-0.442991717978051,0.15981315153931008,0.09546552955223502,0.13177476360209023,0.8245551904386097,0.036918064682322976,1.309122729429999,0.1666600001117331,-0.03596020556107724,0.13142573511331226
1870.63157,58870.131570000194,-12320.2937,1457.983,0.009095099090806124,-1.4017464754857718,0.1658826145977487,-0.6950806821084665,0.13677937087010117,0.8245551904386097,0.036918064682322976,1.309122729429999,0.1874900003822404,-0.03596020556107724,-0.6591204765473893
1870.6524,58870.15240000003,-5271.0884,1395.0928,0.009095099090806124,-0.5997202474705562,0.15872725626464376,-0.03376579293062087,0.13087938301709132,0.8245551904386097,0.036918064682322976,1.309122729429999,0.20832000021619024,-0.03596020556107724,0.0021944126304563744
1870.67323,58870.17322999983,-7548.1391,1419.9585,0.009095099090806124,-0.8587926260151851,0.16155636149413083,-0.247385267358871,0.1332121364183619,0.8245551904386097,0.036918064682322976,1.309122729429999,0.22915000002103625,-0.03596020556107724,-0.21142506179779377
1870.69406,58870.194060000125,-12702.4975,1425.1894,0.004856871529638358,-1.4452318697964008,0.16215150928988661,-0.6287303438389839,0.13370286862243044,0.8245551904386097,0.036918064682322976,1.309122729429999,0.24998000031337142,-0.03596020556107724,-0.5927701382779066
1870.7149,58870.21490000003,-4888.1923,1263.6023,0.009095099090806124,-0.5561560864431087,0.14376687062587754,0.0021552621616644065,0.11854371938768342,0.8245551904386097,0.036918064682322976,1.309122729429999,0.27082000021619024,-0.03596020556107724,0.03811546772274165
1870.73573,58870.23572999983,-4206.0807,1389.5768,0.009095099090806124,-0.4785485590196382,0.15809967109930154,0.0661469517157937,0.13036190441156614,0.8245551904386097,0.036918064682322976,1.309122729429999,0.29165000002103625,-0.03596020556107724,0.10210715727687095
